detector,n_bins,n_obs_per_period,alpha,testing_set,time2build,time2graphs,time2global,time2metrics,time2predict,time2window,tp,tn,fp,fn
Hamming,30,24,6,anomalous,0.584176778793335,0.42969632148742676,0.11100363731384277,0.035469770431518555,0.00737309455871582,9.46791934967041,0,0,0,210
Hamming,30,24,7,normal,0.614544153213501,0.4605386257171631,0.11226058006286621,0.034749746322631836,0.007238626480102539,9.412842273712158,0,210,0,0
Hamming,30,24,7,anomalous,0.614544153213501,0.4605386257171631,0.11226058006286621,0.034749746322631836,0.0072650909423828125,9.443299055099487,0,0,0,210
Hamming,30,24,8,normal,0.611377477645874,0.4596672058105469,0.1080620288848877,0.03664207458496094,0.0062618255615234375,9.412682294845581,0,210,0,0
Hamming,30,24,8,anomalous,0.611377477645874,0.4596672058105469,0.1080620288848877,0.03664207458496094,0.007184505462646484,9.411208152770996,0,0,0,210
Hamming,30,24,9,normal,0.5868387222290039,0.4363393783569336,0.10771608352661133,0.034484148025512695,0.0072672367095947266,9.431109189987183,0,210,0,0
Hamming,30,24,9,anomalous,0.5868387222290039,0.4363393783569336,0.10771608352661133,0.034484148025512695,0.007314443588256836,9.435779333114624,0,0,0,210
Hamming,30,24,10,normal,0.6532962322235107,0.5032052993774414,0.10831856727600098,0.03377056121826172,0.007239580154418945,9.261298656463623,0,210,0,0
Hamming,30,24,10,anomalous,0.6532962322235107,0.5032052993774414,0.10831856727600098,0.03377056121826172,0.007180929183959961,9.300719499588013,0,0,0,210
Hamming,35,24,1,normal,0.6256589889526367,0.4695894718170166,0.11130857467651367,0.0367588996887207,0.00825357437133789,9.487555742263794,0,210,0,0
Hamming,35,24,1,anomalous,0.6256589889526367,0.4695894718170166,0.11130857467651367,0.0367588996887207,0.008155345916748047,9.552587032318115,0,0,0,210
Hamming,35,24,2,normal,0.585951566696167,0.43163132667541504,0.11029219627380371,0.03590822219848633,0.00800180435180664,9.525351285934448,0,210,0,0
Hamming,35,24,2,anomalous,0.585951566696167,0.43163132667541504,0.11029219627380371,0.03590822219848633,0.007999420166015625,9.625521898269653,0,0,0,210
Hamming,35,24,3,normal,0.6218233108520508,0.4656710624694824,0.11240530014038086,0.035738468170166016,0.008269071578979492,9.505409240722656,0,210,0,0
Hamming,35,24,3,anomalous,0.6218233108520508,0.4656710624694824,0.11240530014038086,0.035738468170166016,0.008012533187866211,9.576807260513306,0,0,0,210
Hamming,35,24,4,normal,0.6208226680755615,0.46442413330078125,0.11141633987426758,0.03597879409790039,0.008012771606445312,9.513042449951172,0,210,0,0
Hamming,35,24,4,anomalous,0.6208226680755615,0.46442413330078125,0.11141633987426758,0.03597879409790039,0.00800180435180664,9.572926998138428,0,0,0,210
Hamming,35,24,5,normal,0.6280131340026855,0.4725966453552246,0.11046385765075684,0.03694868087768555,0.008258819580078125,9.506957769393921,0,210,0,0
Hamming,35,24,5,anomalous,0.6280131340026855,0.4725966453552246,0.11046385765075684,0.03694868087768555,0.008269548416137695,9.579842567443848,0,0,0,210
Hamming,35,24,6,normal,0.5896637439727783,0.43488407135009766,0.11060738563537598,0.03589510917663574,0.008267879486083984,9.518494367599487,0,210,0,0
Hamming,35,24,6,anomalous,0.5896637439727783,0.43488407135009766,0.11060738563537598,0.03589510917663574,0.00826406478881836,9.603437423706055,0,0,0,210
Hamming,35,24,7,normal,0.6216127872467041,0.465726375579834,0.1113576889038086,0.03634500503540039,0.008012771606445312,9.550266027450562,0,210,0,0
Hamming,35,24,7,anomalous,0.6216127872467041,0.465726375579834,0.1113576889038086,0.03634500503540039,0.007241964340209961,9.539858341217041,0,0,0,210
Hamming,35,24,8,normal,0.616706132888794,0.4611382484436035,0.10988998413085938,0.03666424751281738,0.008001565933227539,9.559641122817993,0,210,0,0
Hamming,35,24,8,anomalous,0.616706132888794,0.4611382484436035,0.10988998413085938,0.03666424751281738,0.008298635482788086,9.577012062072754,0,0,0,210
Hamming,35,24,9,normal,0.6223690509796143,0.46703004837036133,0.11134648323059082,0.03570389747619629,0.008258581161499023,9.52026915550232,0,210,0,0
Hamming,35,24,9,anomalous,0.6223690509796143,0.46703004837036133,0.11134648323059082,0.03570389747619629,0.008182287216186523,9.591374397277832,0,0,0,210
Hamming,35,24,10,normal,0.588850736618042,0.43251776695251465,0.11151003837585449,0.035820960998535156,0.008153915405273438,9.49712061882019,0,210,0,0
Hamming,35,24,10,anomalous,0.588850736618042,0.43251776695251465,0.11151003837585449,0.035820960998535156,0.008120059967041016,9.593063354492188,0,0,0,210
Hamming,40,24,1,normal,0.6391556262969971,0.4792189598083496,0.1119840145111084,0.03885674476623535,0.009238243103027344,10.082067966461182,0,210,0,0
Hamming,40,24,1,anomalous,0.6391556262969971,0.4792189598083496,0.1119840145111084,0.03885674476623535,0.009258747100830078,10.144678592681885,0,0,0,210
Hamming,40,24,2,normal,0.6302986145019531,0.47083353996276855,0.11264300346374512,0.037648677825927734,0.008182287216186523,10.153025150299072,0,210,0,0
Hamming,40,24,2,anomalous,0.6302986145019531,0.47083353996276855,0.11264300346374512,0.037648677825927734,0.009246826171875,10.16271185874939,0,0,0,210
Hamming,40,24,3,normal,0.6372077465057373,0.4776151180267334,0.11243796348571777,0.03801584243774414,0.009176015853881836,10.075414419174194,0,210,0,0
Hamming,40,24,3,anomalous,0.6372077465057373,0.4776151180267334,0.11243796348571777,0.03801584243774414,0.009282112121582031,10.211512565612793,0,0,0,210
Hamming,40,24,4,normal,0.641350507736206,0.48009777069091797,0.11311078071594238,0.03803253173828125,0.00925135612487793,10.13158106803894,0,210,0,0
Hamming,40,24,4,anomalous,0.641350507736206,0.48009777069091797,0.11311078071594238,0.03803253173828125,0.008158445358276367,10.273678302764893,0,0,0,210
Hamming,40,24,5,normal,0.6193711757659912,0.45150256156921387,0.11409759521484375,0.0426325798034668,0.009249448776245117,10.340770721435547,0,210,0,0
Hamming,40,24,5,anomalous,0.6193711757659912,0.45150256156921387,0.11409759521484375,0.0426325798034668,0.009244203567504883,10.346857070922852,0,0,0,210
Hamming,40,24,6,normal,0.6172363758087158,0.4516737461090088,0.11707377433776855,0.03802013397216797,0.008415460586547852,10.267650842666626,0,210,0,0
Hamming,40,24,6,anomalous,0.6172363758087158,0.4516737461090088,0.11707377433776855,0.03802013397216797,0.00826573371887207,10.31076169013977,0,0,0,210
Hamming,40,24,7,normal,0.6405913829803467,0.47605347633361816,0.11546063423156738,0.03907179832458496,0.009255170822143555,10.244396448135376,0,210,0,0
Hamming,40,24,7,anomalous,0.6405913829803467,0.47605347633361816,0.11546063423156738,0.03907179832458496,0.00923299789428711,10.28726863861084,40,0,0,170
Hamming,40,24,8,normal,0.6543765068054199,0.4930386543273926,0.11546468734741211,0.03687000274658203,0.0121612548828125,10.26252818107605,0,210,0,0
Hamming,40,24,8,anomalous,0.6543765068054199,0.4930386543273926,0.11546468734741211,0.03687000274658203,0.009179115295410156,10.341487407684326,70,0,0,140
Hamming,40,24,9,normal,0.6492404937744141,0.48778343200683594,0.11336874961853027,0.03808760643005371,0.008250713348388672,10.284352779388428,0,210,0,0
Hamming,40,24,9,anomalous,0.6492404937744141,0.48778343200683594,0.11336874961853027,0.03808760643005371,0.009174346923828125,10.3614661693573,105,0,0,105
Hamming,40,24,10,normal,0.6512866020202637,0.489243745803833,0.11395812034606934,0.03787827491760254,0.0082550048828125,10.317625045776367,0,210,0,0
Hamming,40,24,10,anomalous,0.6512866020202637,0.489243745803833,0.11395812034606934,0.03787827491760254,0.00854182243347168,10.37244701385498,188,0,0,22
Hamming,45,24,1,normal,0.6686427593231201,0.49944567680358887,0.11648917198181152,0.04155421257019043,0.009014129638671875,11.11428427696228,0,209,1,0
Hamming,45,24,1,anomalous,0.6686427593231201,0.49944567680358887,0.11648917198181152,0.04155421257019043,0.010260820388793945,11.16425895690918,0,0,0,210
Hamming,45,24,2,normal,0.6655533313751221,0.49857497215270996,0.1159663200378418,0.03970837593078613,0.010160207748413086,11.110958337783813,0,209,1,0
Hamming,45,24,2,anomalous,0.6655533313751221,0.49857497215270996,0.1159663200378418,0.03970837593078613,0.009273529052734375,11.175660848617554,0,0,0,210
Hamming,45,24,3,normal,0.6315591335296631,0.4660634994506836,0.115386962890625,0.04010009765625,0.010263919830322266,11.107035160064697,0,209,1,0
Hamming,45,24,3,anomalous,0.6315591335296631,0.4660634994506836,0.115386962890625,0.04010009765625,0.010013103485107422,11.162930488586426,0,0,0,210
Hamming,45,24,4,normal,0.6586301326751709,0.48380279541015625,0.11848711967468262,0.045148611068725586,0.01027369499206543,10.955196142196655,0,209,1,0
Hamming,45,24,4,anomalous,0.6586301326751709,0.48380279541015625,0.11848711967468262,0.045148611068725586,0.01027059555053711,11.02920937538147,0,0,0,210
Hamming,45,24,5,normal,0.6448554992675781,0.4780313968658447,0.1155087947845459,0.04003143310546875,0.010184764862060547,10.940489053726196,0,209,1,0
Hamming,45,24,5,anomalous,0.6448554992675781,0.4780313968658447,0.1155087947845459,0.04003143310546875,0.010264158248901367,10.946144342422485,0,0,0,210
Hamming,45,24,6,normal,0.6483817100524902,0.48186564445495605,0.11527562141418457,0.039911746978759766,0.00927281379699707,10.925236940383911,0,209,1,0
Hamming,45,24,6,anomalous,0.6483817100524902,0.48186564445495605,0.11527562141418457,0.039911746978759766,0.010249137878417969,11.040122747421265,0,0,0,210
Hamming,45,24,7,normal,0.6467089653015137,0.4809889793395996,0.11461806297302246,0.040917396545410156,0.010259151458740234,10.927204132080078,0,209,1,0
Hamming,45,24,7,anomalous,0.6467089653015137,0.4809889793395996,0.11461806297302246,0.040917396545410156,0.010257959365844727,11.021107912063599,0,0,0,210
Hamming,45,24,8,normal,0.6562929153442383,0.48781418800354004,0.11669158935546875,0.040665626525878906,0.01000356674194336,10.897197484970093,0,209,1,0
Hamming,45,24,8,anomalous,0.6562929153442383,0.48781418800354004,0.11669158935546875,0.040665626525878906,0.010192632675170898,10.963111877441406,18,0,0,192
Hamming,45,24,9,normal,0.6569991111755371,0.49135446548461914,0.1157677173614502,0.03974413871765137,0.009244680404663086,10.890580415725708,0,209,1,0
Hamming,45,24,9,anomalous,0.6569991111755371,0.49135446548461914,0.1157677173614502,0.03974413871765137,0.009364604949951172,10.97167706489563,58,0,0,152
