detector,n_bins,n_obs_per_period,alpha,testing_set,time2build,time2predict,tp,tn,fp,fn
Hamming,40,24,5,anomalous,2.277169942855835,0.5581839084625244,19,0,0,191
Hamming,40,24,6,normal,2.2844767570495605,0.5646798610687256,0,187,23,0
Hamming,40,24,6,anomalous,2.2844767570495605,0.570389986038208,19,0,0,191
Hamming,40,24,7,normal,2.2493691444396973,0.5553848743438721,0,187,23,0
Hamming,40,24,7,anomalous,2.2493691444396973,0.5643470287322998,19,0,0,191
Hamming,40,24,8,normal,2.2559640407562256,0.5628979206085205,0,187,23,0
Hamming,40,24,8,anomalous,2.2559640407562256,0.5589299201965332,19,0,0,191
Hamming,40,24,9,normal,2.30460786819458,0.5676288604736328,0,187,23,0
Hamming,40,24,9,anomalous,2.30460786819458,0.5641238689422607,19,0,0,191
Hamming,40,24,10,normal,2.255250930786133,0.5624692440032959,0,187,23,0
Hamming,40,24,10,anomalous,2.255250930786133,0.5613229274749756,19,0,0,191
Hamming,45,24,1,normal,2.650391101837158,0.6142961978912354,0,202,8,0
Hamming,45,24,1,anomalous,2.650391101837158,0.6970412731170654,2,0,0,208
Hamming,45,24,2,normal,2.535696029663086,0.6295089721679688,0,202,8,0
Hamming,45,24,2,anomalous,2.535696029663086,0.6207621097564697,2,0,0,208
Hamming,45,24,3,normal,2.4771621227264404,0.6153600215911865,0,196,14,0
Hamming,45,24,3,anomalous,2.4771621227264404,0.6177000999450684,8,0,0,202
Hamming,45,24,4,normal,2.463688850402832,0.6043369770050049,0,196,14,0
Hamming,45,24,4,anomalous,2.463688850402832,0.6125617027282715,8,0,0,202
Hamming,45,24,5,normal,2.5329251289367676,0.6171519756317139,0,196,14,0
Hamming,45,24,5,anomalous,2.5329251289367676,0.6427597999572754,8,0,0,202
Hamming,45,24,6,normal,2.5187089443206787,0.6198670864105225,0,196,14,0
Hamming,45,24,6,anomalous,2.5187089443206787,0.6391799449920654,8,0,0,202
Hamming,45,24,7,normal,2.521186113357544,0.6140849590301514,0,196,14,0
Hamming,45,24,7,anomalous,2.521186113357544,0.6193580627441406,8,0,0,202
Hamming,45,24,8,normal,2.6728320121765137,0.6101040840148926,0,190,20,0
Hamming,45,24,8,anomalous,2.6728320121765137,0.6338009834289551,24,0,0,186
Hamming,45,24,9,normal,2.5127649307250977,0.6124660968780518,0,190,20,0
Hamming,45,24,9,anomalous,2.5127649307250977,0.6101431846618652,24,0,0,186
Hamming,45,24,10,normal,2.4722931385040283,0.6016840934753418,0,190,20,0
Hamming,45,24,10,anomalous,2.4722931385040283,0.6128101348876953,24,0,0,186
Hamming,50,24,1,normal,2.666455030441284,0.6490788459777832,0,202,8,0
Hamming,50,24,1,anomalous,2.666455030441284,0.6612780094146729,4,0,0,206
Hamming,50,24,2,normal,2.677873373031616,0.6562020778656006,0,202,8,0
Hamming,50,24,2,anomalous,2.677873373031616,0.6608738899230957,4,0,0,206
Hamming,50,24,3,normal,2.6591618061065674,0.649467945098877,0,202,8,0
Hamming,50,24,3,anomalous,2.6591618061065674,0.6641662120819092,4,0,0,206
Hamming,50,24,4,normal,2.6536121368408203,0.6553370952606201,0,197,13,0
Hamming,50,24,4,anomalous,2.6536121368408203,0.6634101867675781,13,0,0,197
Hamming,50,24,5,normal,2.6644527912139893,0.6548960208892822,0,197,13,0
Hamming,50,24,5,anomalous,2.6644527912139893,0.6596338748931885,13,0,0,197
Hamming,50,24,6,normal,2.679171085357666,0.6506257057189941,0,197,13,0
Hamming,50,24,6,anomalous,2.679171085357666,0.664093017578125,13,0,0,197
Hamming,50,24,7,normal,2.666051149368286,0.6545052528381348,0,197,13,0
Hamming,50,24,7,anomalous,2.666051149368286,0.660311222076416,13,0,0,197
Hamming,50,24,8,normal,2.660331964492798,0.6545958518981934,0,197,13,0
Hamming,50,24,8,anomalous,2.660331964492798,0.6619749069213867,13,0,0,197
Hamming,50,24,9,normal,2.6525840759277344,0.6611120700836182,0,178,32,0
Hamming,50,24,9,anomalous,2.6525840759277344,0.6677892208099365,28,0,0,182
Hamming,50,24,10,normal,2.6581850051879883,0.6556673049926758,0,178,32,0
Hamming,50,24,10,anomalous,2.6581850051879883,0.6629059314727783,28,0,0,182
Hamming,5,48,1,normal,0.484454870223999,0.1277608871459961,0,105,0,0
Hamming,5,48,1,anomalous,0.484454870223999,0.13047409057617188,0,0,0,105
Hamming,5,48,2,normal,0.48153018951416016,0.12098407745361328,0,105,0,0
Hamming,5,48,2,anomalous,0.48153018951416016,0.12302899360656738,0,0,0,105
Hamming,5,48,3,normal,0.49648189544677734,0.1202249526977539,0,105,0,0
Hamming,5,48,3,anomalous,0.49648189544677734,0.12762975692749023,0,0,0,105
Hamming,5,48,4,normal,0.48342204093933105,0.12462997436523438,0,105,0,0
Hamming,5,48,4,anomalous,0.48342204093933105,0.12356114387512207,0,0,0,105
Hamming,5,48,5,normal,0.47828197479248047,0.12077021598815918,0,105,0,0
Hamming,5,48,5,anomalous,0.47828197479248047,0.13256502151489258,0,0,0,105
Hamming,5,48,6,normal,0.4845256805419922,0.11985397338867188,0,105,0,0
Hamming,5,48,6,anomalous,0.4845256805419922,0.12543606758117676,0,0,0,105
Hamming,5,48,7,normal,0.4896962642669678,0.12425804138183594,0,98,7,0
Hamming,5,48,7,anomalous,0.4896962642669678,0.12706518173217773,7,0,0,98
Hamming,5,48,8,normal,0.47868990898132324,0.1262040138244629,0,98,7,0
Hamming,5,48,8,anomalous,0.47868990898132324,0.12514257431030273,24,0,0,81
Hamming,5,48,9,normal,0.4806051254272461,0.1216592788696289,0,98,7,0
Hamming,5,48,9,anomalous,0.4806051254272461,0.12655305862426758,24,0,0,81
Hamming,5,48,10,normal,0.4880189895629883,0.12428617477416992,0,98,7,0
Hamming,5,48,10,anomalous,0.4880189895629883,0.12441539764404297,24,0,0,81
Hamming,10,48,1,normal,0.5608320236206055,0.1394801139831543,0,104,1,0
Hamming,10,48,1,anomalous,0.5608320236206055,0.1468641757965088,1,0,0,104
Hamming,10,48,2,normal,0.5688869953155518,0.13865280151367188,0,104,1,0
Hamming,10,48,2,anomalous,0.5688869953155518,0.14617300033569336,1,0,0,104
Hamming,10,48,3,normal,0.5716831684112549,0.14216303825378418,0,104,1,0
Hamming,10,48,3,anomalous,0.5716831684112549,0.14459705352783203,1,0,0,104
Hamming,10,48,4,normal,0.5674018859863281,0.14702916145324707,0,104,1,0
Hamming,10,48,4,anomalous,0.5674018859863281,0.1461338996887207,1,0,0,104
Hamming,10,48,5,normal,0.5577836036682129,0.13956809043884277,0,104,1,0
Hamming,10,48,5,anomalous,0.5577836036682129,0.1513071060180664,1,0,0,104
Hamming,10,48,6,normal,0.5608751773834229,0.14033007621765137,0,104,1,0
Hamming,10,48,6,anomalous,0.5608751773834229,0.14531993865966797,1,0,0,104
Hamming,10,48,7,normal,0.5732700824737549,0.13921093940734863,0,104,1,0
Hamming,10,48,7,anomalous,0.5732700824737549,0.14662599563598633,1,0,0,104
Hamming,10,48,8,normal,0.5807547569274902,0.13975000381469727,0,98,7,0
Hamming,10,48,8,anomalous,0.5807547569274902,0.14726996421813965,30,0,0,75
Hamming,10,48,9,normal,0.57790207862854,0.1441478729248047,0,98,7,0
Hamming,10,48,9,anomalous,0.57790207862854,0.14440202713012695,30,0,0,75
Hamming,10,48,10,normal,0.567511796951294,0.14014816284179688,0,98,7,0
Hamming,10,48,10,anomalous,0.567511796951294,0.14556264877319336,30,0,0,75
Hamming,15,48,1,normal,0.6551928520202637,0.16190528869628906,0,104,1,0
Hamming,15,48,1,anomalous,0.6551928520202637,0.16873407363891602,3,0,0,102
Hamming,15,48,2,normal,0.6624672412872314,0.16169071197509766,0,104,1,0
Hamming,15,48,2,anomalous,0.6624672412872314,0.17010927200317383,3,0,0,102
Hamming,15,48,3,normal,0.6663589477539062,0.16148686408996582,0,102,3,0
Hamming,15,48,3,anomalous,0.6663589477539062,0.1666250228881836,10,0,0,95
Hamming,15,48,4,normal,0.6628448963165283,0.16185784339904785,0,102,3,0
Hamming,15,48,4,anomalous,0.6628448963165283,0.16662907600402832,10,0,0,95
Hamming,15,48,5,normal,0.6631150245666504,0.16119813919067383,0,102,3,0
Hamming,15,48,5,anomalous,0.6631150245666504,0.16659784317016602,10,0,0,95
Hamming,15,48,6,normal,0.6596457958221436,0.1607048511505127,0,97,8,0
Hamming,15,48,6,anomalous,0.6596457958221436,0.16701316833496094,27,0,0,78
Hamming,15,48,7,normal,0.6635608673095703,0.1637558937072754,0,97,8,0
Hamming,15,48,7,anomalous,0.6635608673095703,0.1673259735107422,27,0,0,78
Hamming,15,48,8,normal,0.6615250110626221,0.16465997695922852,0,97,8,0
Hamming,15,48,8,anomalous,0.6615250110626221,0.1682569980621338,27,0,0,78
Hamming,15,48,9,normal,0.6623790264129639,0.1608588695526123,0,97,8,0
Hamming,15,48,9,anomalous,0.6623790264129639,0.16971588134765625,27,0,0,78
Hamming,15,48,10,normal,0.6553831100463867,0.1707477569580078,0,97,8,0
Hamming,15,48,10,anomalous,0.6553831100463867,0.17017698287963867,27,0,0,78
Hamming,20,48,1,normal,0.7420101165771484,0.1841416358947754,0,104,1,0
Hamming,20,48,1,anomalous,0.7420101165771484,0.1909029483795166,2,0,0,103
Hamming,20,48,2,normal,0.7486190795898438,0.1825881004333496,0,104,1,0
Hamming,20,48,2,anomalous,0.7486190795898438,0.18915009498596191,7,0,0,98
Hamming,20,48,3,normal,0.7562510967254639,0.18362712860107422,0,104,1,0
Hamming,20,48,3,anomalous,0.7562510967254639,0.19367504119873047,7,0,0,98
Hamming,20,48,4,normal,0.7429819107055664,0.18333196640014648,0,100,5,0
Hamming,20,48,4,anomalous,0.7429819107055664,0.19163203239440918,20,0,0,85
Hamming,20,48,5,normal,0.7421917915344238,0.18384814262390137,0,100,5,0
Hamming,20,48,5,anomalous,0.7421917915344238,0.19593214988708496,20,0,0,85
Hamming,20,48,6,normal,0.735572099685669,0.1827101707458496,0,100,5,0
Hamming,20,48,6,anomalous,0.735572099685669,0.1973869800567627,20,0,0,85
Hamming,20,48,7,normal,0.7407858371734619,0.19199609756469727,0,92,13,0
Hamming,20,48,7,anomalous,0.7407858371734619,0.1905500888824463,32,0,0,73
Hamming,20,48,8,normal,0.7465200424194336,0.18526482582092285,0,92,13,0
Hamming,20,48,8,anomalous,0.7465200424194336,0.19080781936645508,32,0,0,73
Hamming,20,48,9,normal,0.7491590976715088,0.1841118335723877,0,92,13,0
Hamming,20,48,9,anomalous,0.7491590976715088,0.19245529174804688,32,0,0,73
Hamming,20,48,10,normal,0.746251106262207,0.1839160919189453,0,92,13,0
Hamming,20,48,10,anomalous,0.746251106262207,0.19300508499145508,32,0,0,73
Hamming,25,48,1,normal,0.849066972732544,0.2061922550201416,0,105,0,0
Hamming,25,48,1,anomalous,0.849066972732544,0.21356892585754395,0,0,0,105
Hamming,25,48,2,normal,0.8397901058197021,0.21356797218322754,0,105,0,0
Hamming,25,48,2,anomalous,0.8397901058197021,0.2150249481201172,0,0,0,105
Hamming,25,48,3,normal,0.8465979099273682,0.20554614067077637,0,104,1,0
Hamming,25,48,3,anomalous,0.8465979099273682,0.21281981468200684,4,0,0,101
Hamming,25,48,4,normal,0.8386151790618896,0.20528411865234375,0,103,2,0
Hamming,25,48,4,anomalous,0.8386151790618896,0.20954418182373047,9,0,0,96
Hamming,25,48,5,normal,0.841923713684082,0.20762014389038086,0,103,2,0
Hamming,25,48,5,anomalous,0.841923713684082,0.2155449390411377,9,0,0,96
Hamming,25,48,6,normal,0.8391039371490479,0.21391582489013672,0,99,6,0
Hamming,25,48,6,anomalous,0.8391039371490479,0.21470093727111816,22,0,0,83
Hamming,25,48,7,normal,0.8494200706481934,0.20566511154174805,0,99,6,0
Hamming,25,48,7,anomalous,0.8494200706481934,0.21300196647644043,22,0,0,83
Hamming,25,48,8,normal,0.8439688682556152,0.2055070400238037,0,99,6,0
Hamming,25,48,8,anomalous,0.8439688682556152,0.21738910675048828,22,0,0,83
Hamming,25,48,9,normal,0.8404989242553711,0.20832300186157227,0,99,6,0
Hamming,25,48,9,anomalous,0.8404989242553711,0.22167706489562988,22,0,0,83
Hamming,25,48,10,normal,0.8482208251953125,0.2074129581451416,0,99,6,0
Hamming,25,48,10,anomalous,0.8482208251953125,0.21446800231933594,22,0,0,83
Hamming,30,48,1,normal,0.9372496604919434,0.23037481307983398,0,104,1,0
Hamming,30,48,1,anomalous,0.9372496604919434,0.23516178131103516,0,0,0,105
Hamming,30,48,2,normal,0.9314289093017578,0.23627591133117676,0,103,2,0
Hamming,30,48,2,anomalous,0.9314289093017578,0.23493003845214844,3,0,0,102
Hamming,30,48,3,normal,0.9341459274291992,0.23253321647644043,0,101,4,0
Hamming,30,48,3,anomalous,0.9341459274291992,0.23505806922912598,7,0,0,98
Hamming,30,48,4,normal,0.9418859481811523,0.23095083236694336,0,101,4,0
Hamming,30,48,4,anomalous,0.9418859481811523,0.23956608772277832,7,0,0,98
Hamming,30,48,5,normal,0.941199779510498,0.23162007331848145,0,97,8,0
Hamming,30,48,5,anomalous,0.941199779510498,0.23505306243896484,21,0,0,84
Hamming,30,48,6,normal,0.9370958805084229,0.23673605918884277,0,97,8,0
Hamming,30,48,6,anomalous,0.9370958805084229,0.23571109771728516,21,0,0,84
Hamming,30,48,7,normal,0.9327898025512695,0.24067902565002441,0,97,8,0
Hamming,30,48,7,anomalous,0.9327898025512695,0.23596978187561035,21,0,0,84
Hamming,30,48,8,normal,0.9365959167480469,0.22982501983642578,0,93,12,0
Hamming,30,48,8,anomalous,0.9365959167480469,0.23422837257385254,35,0,0,70
Hamming,30,48,9,normal,0.9398069381713867,0.22975993156433105,0,93,12,0
Hamming,30,48,9,anomalous,0.9398069381713867,0.23972821235656738,35,0,0,70
Hamming,30,48,10,normal,0.9433999061584473,0.23142075538635254,0,93,12,0
Hamming,30,48,10,anomalous,0.9433999061584473,0.23641443252563477,35,0,0,70
Hamming,35,48,1,normal,1.0305421352386475,0.2567481994628906,0,105,0,0
Hamming,35,48,1,anomalous,1.0305421352386475,0.26685500144958496,0,0,0,105
Hamming,35,48,2,normal,1.035292148590088,0.25504398345947266,0,103,2,0
Hamming,35,48,2,anomalous,1.035292148590088,0.25763869285583496,10,0,0,95
Hamming,35,48,3,normal,1.036837100982666,0.26168394088745117,0,103,2,0
Hamming,35,48,3,anomalous,1.036837100982666,0.2585780620574951,10,0,0,95
Hamming,35,48,4,normal,1.038262128829956,0.25608086585998535,0,103,2,0
Hamming,35,48,4,anomalous,1.038262128829956,0.2575340270996094,10,0,0,95
Hamming,35,48,5,normal,1.0422189235687256,0.26232314109802246,0,99,6,0
Hamming,35,48,5,anomalous,1.0422189235687256,0.26087284088134766,19,0,0,86
Hamming,35,48,6,normal,1.0204427242279053,0.25859999656677246,0,99,6,0
Hamming,35,48,6,anomalous,1.0204427242279053,0.25917911529541016,19,0,0,86
Hamming,35,48,7,normal,1.036952257156372,0.2565786838531494,0,95,10,0
Hamming,35,48,7,anomalous,1.036952257156372,0.2588632106781006,26,0,0,79
Hamming,35,48,8,normal,1.0377209186553955,0.2570481300354004,0,95,10,0
Hamming,35,48,8,anomalous,1.0377209186553955,0.26485395431518555,26,0,0,79
Hamming,35,48,9,normal,1.030512809753418,0.25621509552001953,0,95,10,0
Hamming,35,48,9,anomalous,1.030512809753418,0.2565760612487793,26,0,0,79
Hamming,35,48,10,normal,1.03519606590271,0.2585480213165283,0,95,10,0
Hamming,35,48,10,anomalous,1.03519606590271,0.26587486267089844,26,0,0,79
