detector,n_bins,n_obs_per_period,alpha,testing_set,time2build,time2predict,tp,tn,fp,fn
Hamming,40,168,5,anomalous,0.35226869583129883,0.09397506713867188,14,0,0,16
Hamming,40,168,6,normal,0.3562479019165039,0.08890795707702637,0,28,2,0
Hamming,40,168,6,anomalous,0.3562479019165039,0.09370207786560059,16,0,0,14
Hamming,40,168,7,normal,0.3530459403991699,0.0885469913482666,0,27,3,0
Hamming,40,168,7,anomalous,0.3530459403991699,0.10048794746398926,18,0,0,12
Hamming,40,168,8,normal,0.3463571071624756,0.08867907524108887,0,27,3,0
Hamming,40,168,8,anomalous,0.3463571071624756,0.09346699714660645,18,0,0,12
Hamming,40,168,9,normal,0.3546130657196045,0.0973970890045166,0,27,3,0
Hamming,40,168,9,anomalous,0.3546130657196045,0.09360980987548828,18,0,0,12
Hamming,40,168,10,normal,0.34925270080566406,0.08867597579956055,0,25,5,0
Hamming,40,168,10,anomalous,0.34925270080566406,0.09484291076660156,20,0,0,10
Hamming,45,168,1,normal,0.38939690589904785,0.0978691577911377,0,30,0,0
Hamming,45,168,1,anomalous,0.38939690589904785,0.10220503807067871,3,0,0,27
Hamming,45,168,2,normal,0.3802797794342041,0.09520292282104492,0,29,1,0
Hamming,45,168,2,anomalous,0.3802797794342041,0.10105586051940918,3,0,0,27
Hamming,45,168,3,normal,0.3873326778411865,0.09702014923095703,0,29,1,0
Hamming,45,168,3,anomalous,0.3873326778411865,0.10027027130126953,6,0,0,24
Hamming,45,168,4,normal,0.37938714027404785,0.09668207168579102,0,29,1,0
Hamming,45,168,4,anomalous,0.37938714027404785,0.10770273208618164,9,0,0,21
Hamming,45,168,5,normal,0.3802947998046875,0.09744095802307129,0,29,1,0
Hamming,45,168,5,anomalous,0.3802947998046875,0.1016838550567627,12,0,0,18
Hamming,45,168,6,normal,0.3847477436065674,0.09721088409423828,0,28,2,0
Hamming,45,168,6,anomalous,0.3847477436065674,0.10047197341918945,16,0,0,14
Hamming,45,168,7,normal,0.3828411102294922,0.0962669849395752,0,28,2,0
Hamming,45,168,7,anomalous,0.3828411102294922,0.0997462272644043,17,0,0,13
Hamming,45,168,8,normal,0.3883788585662842,0.09605622291564941,0,26,4,0
Hamming,45,168,8,anomalous,0.3883788585662842,0.0993490219116211,18,0,0,12
Hamming,45,168,9,normal,0.38359689712524414,0.09667682647705078,0,26,4,0
Hamming,45,168,9,anomalous,0.38359689712524414,0.10341215133666992,18,0,0,12
Hamming,45,168,10,normal,0.38186001777648926,0.09651780128479004,0,26,4,0
Hamming,45,168,10,anomalous,0.38186001777648926,0.10204410552978516,18,0,0,12
Hamming,50,168,1,normal,0.41817784309387207,0.10625886917114258,0,30,0,0
Hamming,50,168,1,anomalous,0.41817784309387207,0.10874295234680176,1,0,0,29
Hamming,50,168,2,normal,0.4116649627685547,0.1069037914276123,0,29,1,0
Hamming,50,168,2,anomalous,0.4116649627685547,0.1112067699432373,4,0,0,26
Hamming,50,168,3,normal,0.4154050350189209,0.10372495651245117,0,28,2,0
Hamming,50,168,3,anomalous,0.4154050350189209,0.10898399353027344,8,0,0,22
Hamming,50,168,4,normal,0.4165170192718506,0.11105918884277344,0,27,3,0
Hamming,50,168,4,anomalous,0.4165170192718506,0.10899496078491211,10,0,0,20
Hamming,50,168,5,normal,0.40885186195373535,0.1040499210357666,0,27,3,0
Hamming,50,168,5,anomalous,0.40885186195373535,0.10649704933166504,10,0,0,20
Hamming,50,168,6,normal,0.41478705406188965,0.1040198802947998,0,27,3,0
Hamming,50,168,6,anomalous,0.41478705406188965,0.10861897468566895,10,0,0,20
Hamming,50,168,7,normal,0.4137561321258545,0.10496401786804199,0,27,3,0
Hamming,50,168,7,anomalous,0.4137561321258545,0.11299872398376465,12,0,0,18
Hamming,50,168,8,normal,0.4080829620361328,0.10530400276184082,0,27,3,0
Hamming,50,168,8,anomalous,0.4080829620361328,0.10839509963989258,12,0,0,18
Hamming,50,168,9,normal,0.4176480770111084,0.10779190063476562,0,27,3,0
Hamming,50,168,9,anomalous,0.4176480770111084,0.10888910293579102,12,0,0,18
Hamming,50,168,10,normal,0.40906190872192383,0.10369706153869629,0,27,3,0
Hamming,50,168,10,anomalous,0.40906190872192383,0.11423277854919434,12,0,0,18
Hamming,5,192,1,normal,0.14661288261413574,0.03553485870361328,0,26,0,0
Hamming,5,192,1,anomalous,0.14661288261413574,0.03759312629699707,0,0,0,26
Hamming,5,192,2,normal,0.14500188827514648,0.035453081130981445,0,26,0,0
Hamming,5,192,2,anomalous,0.14500188827514648,0.03626108169555664,0,0,0,26
Hamming,5,192,3,normal,0.14401936531066895,0.03561806678771973,0,26,0,0
Hamming,5,192,3,anomalous,0.14401936531066895,0.036364078521728516,0,0,0,26
Hamming,5,192,4,normal,0.14406895637512207,0.035816192626953125,0,26,0,0
Hamming,5,192,4,anomalous,0.14406895637512207,0.03612518310546875,0,0,0,26
Hamming,5,192,5,normal,0.15141010284423828,0.03779911994934082,0,26,0,0
Hamming,5,192,5,anomalous,0.15141010284423828,0.036130666732788086,0,0,0,26
Hamming,5,192,6,normal,0.14565706253051758,0.03566122055053711,0,26,0,0
Hamming,5,192,6,anomalous,0.14565706253051758,0.03803706169128418,0,0,0,26
Hamming,5,192,7,normal,0.1469707489013672,0.03525710105895996,0,26,0,0
Hamming,5,192,7,anomalous,0.1469707489013672,0.03796100616455078,0,0,0,26
Hamming,5,192,8,normal,0.14411306381225586,0.03552055358886719,0,26,0,0
Hamming,5,192,8,anomalous,0.14411306381225586,0.03603506088256836,0,0,0,26
Hamming,5,192,9,normal,0.14678192138671875,0.03663825988769531,0,26,0,0
Hamming,5,192,9,anomalous,0.14678192138671875,0.03644895553588867,0,0,0,26
Hamming,5,192,10,normal,0.1448807716369629,0.035810232162475586,0,26,0,0
Hamming,5,192,10,anomalous,0.1448807716369629,0.03754901885986328,0,0,0,26
Hamming,10,192,1,normal,0.16293096542358398,0.043048858642578125,0,26,0,0
Hamming,10,192,1,anomalous,0.16293096542358398,0.04341411590576172,1,0,0,25
Hamming,10,192,2,normal,0.1644289493560791,0.0413665771484375,0,26,0,0
Hamming,10,192,2,anomalous,0.1644289493560791,0.04203295707702637,1,0,0,25
Hamming,10,192,3,normal,0.16852402687072754,0.041177988052368164,0,26,0,0
Hamming,10,192,3,anomalous,0.16852402687072754,0.041722774505615234,1,0,0,25
Hamming,10,192,4,normal,0.1655278205871582,0.04175519943237305,0,26,0,0
Hamming,10,192,4,anomalous,0.1655278205871582,0.043129920959472656,1,0,0,25
Hamming,10,192,5,normal,0.16414594650268555,0.04120612144470215,0,26,0,0
Hamming,10,192,5,anomalous,0.16414594650268555,0.04346418380737305,1,0,0,25
Hamming,10,192,6,normal,0.16622519493103027,0.04093122482299805,0,25,1,0
Hamming,10,192,6,anomalous,0.16622519493103027,0.04290628433227539,7,0,0,19
Hamming,10,192,7,normal,0.1885998249053955,0.04239702224731445,0,25,1,0
Hamming,10,192,7,anomalous,0.1885998249053955,0.04163312911987305,7,0,0,19
Hamming,10,192,8,normal,0.16490912437438965,0.04158186912536621,0,25,1,0
Hamming,10,192,8,anomalous,0.16490912437438965,0.042912960052490234,7,0,0,19
Hamming,10,192,9,normal,0.16640090942382812,0.041589975357055664,0,24,2,0
Hamming,10,192,9,anomalous,0.16640090942382812,0.04189610481262207,13,0,0,13
Hamming,10,192,10,normal,0.169464111328125,0.041004180908203125,0,24,2,0
Hamming,10,192,10,anomalous,0.169464111328125,0.04188108444213867,13,0,0,13
Hamming,15,192,1,normal,0.19374799728393555,0.046025991439819336,0,26,0,0
Hamming,15,192,1,anomalous,0.19374799728393555,0.05077195167541504,6,0,0,20
Hamming,15,192,2,normal,0.18769288063049316,0.046277761459350586,0,26,0,0
Hamming,15,192,2,anomalous,0.18769288063049316,0.048120975494384766,10,0,0,16
Hamming,15,192,3,normal,0.1877901554107666,0.047267913818359375,0,26,0,0
Hamming,15,192,3,anomalous,0.1877901554107666,0.053069114685058594,10,0,0,16
Hamming,15,192,4,normal,0.19123005867004395,0.047369956970214844,0,25,1,0
Hamming,15,192,4,anomalous,0.19123005867004395,0.04920005798339844,13,0,0,13
Hamming,15,192,5,normal,0.19178414344787598,0.055177927017211914,0,25,1,0
Hamming,15,192,5,anomalous,0.19178414344787598,0.050833940505981445,13,0,0,13
Hamming,15,192,6,normal,0.18909907341003418,0.04647517204284668,0,25,1,0
Hamming,15,192,6,anomalous,0.18909907341003418,0.05082893371582031,13,0,0,13
Hamming,15,192,7,normal,0.19356107711791992,0.053179264068603516,0,25,1,0
Hamming,15,192,7,anomalous,0.19356107711791992,0.05108308792114258,13,0,0,13
Hamming,15,192,8,normal,0.1881120204925537,0.0473630428314209,0,25,1,0
Hamming,15,192,8,anomalous,0.1881120204925537,0.049465179443359375,13,0,0,13
Hamming,15,192,9,normal,0.18870091438293457,0.047692060470581055,0,24,2,0
Hamming,15,192,9,anomalous,0.18870091438293457,0.04813790321350098,18,0,0,8
Hamming,15,192,10,normal,0.18610405921936035,0.04695010185241699,0,24,2,0
Hamming,15,192,10,anomalous,0.18610405921936035,0.05143594741821289,18,0,0,8
Hamming,20,192,1,normal,0.2209610939025879,0.05241966247558594,0,26,0,0
Hamming,20,192,1,anomalous,0.2209610939025879,0.056549787521362305,2,0,0,24
Hamming,20,192,2,normal,0.21010899543762207,0.05229902267456055,0,26,0,0
Hamming,20,192,2,anomalous,0.21010899543762207,0.05710315704345703,11,0,0,15
Hamming,20,192,3,normal,0.21091103553771973,0.05242586135864258,0,26,0,0
Hamming,20,192,3,anomalous,0.21091103553771973,0.05632781982421875,11,0,0,15
Hamming,20,192,4,normal,0.21923375129699707,0.05447697639465332,0,26,0,0
Hamming,20,192,4,anomalous,0.21923375129699707,0.05806326866149902,11,0,0,15
Hamming,20,192,5,normal,0.21101021766662598,0.05303597450256348,0,25,1,0
Hamming,20,192,5,anomalous,0.21101021766662598,0.05847978591918945,13,0,0,13
Hamming,20,192,6,normal,0.2112410068511963,0.0535428524017334,0,25,1,0
Hamming,20,192,6,anomalous,0.2112410068511963,0.05569195747375488,13,0,0,13
Hamming,20,192,7,normal,0.21643900871276855,0.05339384078979492,0,24,2,0
Hamming,20,192,7,anomalous,0.21643900871276855,0.060690879821777344,15,0,0,11
Hamming,20,192,8,normal,0.21070528030395508,0.053040266036987305,0,24,2,0
Hamming,20,192,8,anomalous,0.21070528030395508,0.05767679214477539,15,0,0,11
Hamming,20,192,9,normal,0.20890593528747559,0.053965091705322266,0,24,2,0
Hamming,20,192,9,anomalous,0.20890593528747559,0.05600380897521973,15,0,0,11
Hamming,20,192,10,normal,0.2199690341949463,0.05293679237365723,0,24,2,0
Hamming,20,192,10,anomalous,0.2199690341949463,0.05695390701293945,19,0,0,7
Hamming,25,192,1,normal,0.23824000358581543,0.06082606315612793,0,26,0,0
Hamming,25,192,1,anomalous,0.23824000358581543,0.06430530548095703,12,0,0,14
Hamming,25,192,2,normal,0.2341158390045166,0.05938529968261719,0,26,0,0
Hamming,25,192,2,anomalous,0.2341158390045166,0.06986427307128906,12,0,0,14
Hamming,25,192,3,normal,0.23717999458312988,0.059916019439697266,0,26,0,0
Hamming,25,192,3,anomalous,0.23717999458312988,0.06405806541442871,14,0,0,12
Hamming,25,192,4,normal,0.23810410499572754,0.059130191802978516,0,26,0,0
Hamming,25,192,4,anomalous,0.23810410499572754,0.06503796577453613,14,0,0,12
Hamming,25,192,5,normal,0.2391359806060791,0.059773921966552734,0,25,1,0
Hamming,25,192,5,anomalous,0.2391359806060791,0.06473302841186523,15,0,0,11
Hamming,25,192,6,normal,0.23565316200256348,0.058949947357177734,0,25,1,0
Hamming,25,192,6,anomalous,0.23565316200256348,0.06259489059448242,15,0,0,11
Hamming,25,192,7,normal,0.23910999298095703,0.059246063232421875,0,25,1,0
Hamming,25,192,7,anomalous,0.23910999298095703,0.06522583961486816,15,0,0,11
Hamming,25,192,8,normal,0.24318480491638184,0.060099124908447266,0,25,1,0
Hamming,25,192,8,anomalous,0.24318480491638184,0.06361222267150879,15,0,0,11
Hamming,25,192,9,normal,0.237717866897583,0.06716012954711914,0,25,1,0
Hamming,25,192,9,anomalous,0.237717866897583,0.06302595138549805,17,0,0,9
Hamming,25,192,10,normal,0.2367568016052246,0.05886411666870117,0,25,1,0
Hamming,25,192,10,anomalous,0.2367568016052246,0.06789398193359375,17,0,0,9
Hamming,30,192,1,normal,0.26156115531921387,0.06600332260131836,0,26,0,0
Hamming,30,192,1,anomalous,0.26156115531921387,0.0706629753112793,7,0,0,19
Hamming,30,192,2,normal,0.2623610496520996,0.06616997718811035,0,26,0,0
Hamming,30,192,2,anomalous,0.2623610496520996,0.07164597511291504,11,0,0,15
Hamming,30,192,3,normal,0.2662777900695801,0.06568717956542969,0,25,1,0
Hamming,30,192,3,anomalous,0.2662777900695801,0.07210111618041992,13,0,0,13
Hamming,30,192,4,normal,0.2621340751647949,0.06751489639282227,0,25,1,0
Hamming,30,192,4,anomalous,0.2621340751647949,0.07011795043945312,15,0,0,11
Hamming,30,192,5,normal,0.26143622398376465,0.07395315170288086,0,25,1,0
Hamming,30,192,5,anomalous,0.26143622398376465,0.0726931095123291,15,0,0,11
Hamming,30,192,6,normal,0.2625541687011719,0.06538510322570801,0,25,1,0
Hamming,30,192,6,anomalous,0.2625541687011719,0.07002902030944824,15,0,0,11
Hamming,30,192,7,normal,0.2624199390411377,0.06525802612304688,0,25,1,0
Hamming,30,192,7,anomalous,0.2624199390411377,0.06941008567810059,16,0,0,10
Hamming,30,192,8,normal,0.2678956985473633,0.06540703773498535,0,25,1,0
Hamming,30,192,8,anomalous,0.2678956985473633,0.07218790054321289,16,0,0,10
Hamming,30,192,9,normal,0.2634429931640625,0.06650328636169434,0,25,1,0
Hamming,30,192,9,anomalous,0.2634429931640625,0.0691988468170166,18,0,0,8
Hamming,30,192,10,normal,0.261868953704834,0.07060003280639648,0,25,1,0
Hamming,30,192,10,anomalous,0.261868953704834,0.0706319808959961,18,0,0,8
Hamming,35,192,1,normal,0.28386998176574707,0.07243704795837402,0,25,1,0
Hamming,35,192,1,anomalous,0.28386998176574707,0.07831192016601562,11,0,0,15
Hamming,35,192,2,normal,0.2866241931915283,0.07219505310058594,0,25,1,0
Hamming,35,192,2,anomalous,0.2866241931915283,0.08260679244995117,11,0,0,15
Hamming,35,192,3,normal,0.2886230945587158,0.07271075248718262,0,25,1,0
Hamming,35,192,3,anomalous,0.2886230945587158,0.07676911354064941,13,0,0,13
Hamming,35,192,4,normal,0.28534579277038574,0.07208585739135742,0,25,1,0
Hamming,35,192,4,anomalous,0.28534579277038574,0.0758061408996582,15,0,0,11
Hamming,35,192,5,normal,0.2948622703552246,0.07314586639404297,0,25,1,0
Hamming,35,192,5,anomalous,0.2948622703552246,0.07970213890075684,15,0,0,11
Hamming,35,192,6,normal,0.28389692306518555,0.07250475883483887,0,25,1,0
Hamming,35,192,6,anomalous,0.28389692306518555,0.07558298110961914,16,0,0,10
Hamming,35,192,7,normal,0.2950398921966553,0.07201194763183594,0,25,1,0
Hamming,35,192,7,anomalous,0.2950398921966553,0.07629108428955078,16,0,0,10
Hamming,35,192,8,normal,0.2874140739440918,0.07296156883239746,0,24,2,0
Hamming,35,192,8,anomalous,0.2874140739440918,0.0765848159790039,16,0,0,10
Hamming,35,192,9,normal,0.2921569347381592,0.07483315467834473,0,22,4,0
Hamming,35,192,9,anomalous,0.2921569347381592,0.07930922508239746,16,0,0,10
Hamming,35,192,10,normal,0.2858419418334961,0.07311296463012695,0,22,4,0
Hamming,35,192,10,anomalous,0.2858419418334961,0.0787510871887207,16,0,0,10
Hamming,40,192,1,normal,0.311323881149292,0.08315300941467285,0,26,0,0
Hamming,40,192,1,anomalous,0.311323881149292,0.0850839614868164,10,0,0,16
Hamming,40,192,2,normal,0.314039945602417,0.07939887046813965,0,25,1,0
Hamming,40,192,2,anomalous,0.314039945602417,0.0849771499633789,12,0,0,14
Hamming,40,192,3,normal,0.31453394889831543,0.09219980239868164,0,25,1,0
Hamming,40,192,3,anomalous,0.31453394889831543,0.09508490562438965,13,0,0,13
Hamming,40,192,4,normal,0.3126089572906494,0.07945704460144043,0,25,1,0
Hamming,40,192,4,anomalous,0.3126089572906494,0.08342409133911133,13,0,0,13
Hamming,40,192,5,normal,0.3144969940185547,0.0847480297088623,0,25,1,0
Hamming,40,192,5,anomalous,0.3144969940185547,0.08617186546325684,13,0,0,13
Hamming,40,192,6,normal,0.31153202056884766,0.07898187637329102,0,25,1,0
Hamming,40,192,6,anomalous,0.31153202056884766,0.08525705337524414,14,0,0,12
Hamming,40,192,7,normal,0.31392669677734375,0.07927203178405762,0,25,1,0
Hamming,40,192,7,anomalous,0.31392669677734375,0.0877530574798584,14,0,0,12
Hamming,40,192,8,normal,0.3112978935241699,0.078582763671875,0,25,1,0
Hamming,40,192,8,anomalous,0.3112978935241699,0.08383989334106445,14,0,0,12
Hamming,40,192,9,normal,0.312152624130249,0.07938408851623535,0,25,1,0
Hamming,40,192,9,anomalous,0.312152624130249,0.09282469749450684,14,0,0,12
Hamming,40,192,10,normal,0.3128499984741211,0.07935094833374023,0,23,3,0
Hamming,40,192,10,anomalous,0.3128499984741211,0.08520984649658203,17,0,0,9
Hamming,45,192,1,normal,0.3403778076171875,0.08448481559753418,0,26,0,0
Hamming,45,192,1,anomalous,0.3403778076171875,0.09637999534606934,11,0,0,15
Hamming,45,192,2,normal,0.3383941650390625,0.08646297454833984,0,26,0,0
Hamming,45,192,2,anomalous,0.3383941650390625,0.08995294570922852,12,0,0,14
Hamming,45,192,3,normal,0.33733296394348145,0.08981108665466309,0,26,0,0
Hamming,45,192,3,anomalous,0.33733296394348145,0.0907740592956543,13,0,0,13
Hamming,45,192,4,normal,0.34125208854675293,0.08624792098999023,0,26,0,0
Hamming,45,192,4,anomalous,0.34125208854675293,0.08967971801757812,13,0,0,13
Hamming,45,192,5,normal,0.3392057418823242,0.09286093711853027,0,26,0,0
Hamming,45,192,5,anomalous,0.3392057418823242,0.09060788154602051,13,0,0,13
Hamming,45,192,6,normal,0.3413701057434082,0.08398580551147461,0,25,1,0
Hamming,45,192,6,anomalous,0.3413701057434082,0.09004426002502441,13,0,0,13
Hamming,45,192,7,normal,0.3450920581817627,0.08618998527526855,0,24,2,0
Hamming,45,192,7,anomalous,0.3450920581817627,0.09061408042907715,14,0,0,12
Hamming,45,192,8,normal,0.34235596656799316,0.08613109588623047,0,24,2,0
Hamming,45,192,8,anomalous,0.34235596656799316,0.09227681159973145,14,0,0,12
Hamming,45,192,9,normal,0.3463597297668457,0.0860128402709961,0,24,2,0
Hamming,45,192,9,anomalous,0.3463597297668457,0.09139299392700195,15,0,0,11
Hamming,45,192,10,normal,0.3432607650756836,0.08642101287841797,0,24,2,0
Hamming,45,192,10,anomalous,0.3432607650756836,0.09029579162597656,15,0,0,11
Hamming,50,192,1,normal,0.37181615829467773,0.09332489967346191,0,26,0,0
Hamming,50,192,1,anomalous,0.37181615829467773,0.09724903106689453,7,0,0,19
Hamming,50,192,2,normal,0.3693869113922119,0.09297299385070801,0,26,0,0
Hamming,50,192,2,anomalous,0.3693869113922119,0.09678196907043457,8,0,0,18
Hamming,50,192,3,normal,0.37540316581726074,0.09337067604064941,0,26,0,0
Hamming,50,192,3,anomalous,0.37540316581726074,0.09811782836914062,9,0,0,17
Hamming,50,192,4,normal,0.3693256378173828,0.09843993186950684,0,26,0,0
Hamming,50,192,4,anomalous,0.3693256378173828,0.0988626480102539,10,0,0,16
Hamming,50,192,5,normal,0.36458277702331543,0.09375405311584473,0,26,0,0
Hamming,50,192,5,anomalous,0.36458277702331543,0.10007405281066895,10,0,0,16
Hamming,50,192,6,normal,0.37392735481262207,0.09322094917297363,0,26,0,0
Hamming,50,192,6,anomalous,0.37392735481262207,0.09838509559631348,10,0,0,16
Hamming,50,192,7,normal,0.3667900562286377,0.09242010116577148,0,25,1,0
Hamming,50,192,7,anomalous,0.3667900562286377,0.09623289108276367,10,0,0,16
Hamming,50,192,8,normal,0.3733251094818115,0.09326887130737305,0,25,1,0
Hamming,50,192,8,anomalous,0.3733251094818115,0.09815311431884766,10,0,0,16
Hamming,50,192,9,normal,0.3690817356109619,0.09294414520263672,0,23,3,0
Hamming,50,192,9,anomalous,0.3690817356109619,0.09746789932250977,13,0,0,13
Hamming,50,192,10,normal,0.3743131160736084,0.09278011322021484,0,23,3,0
Hamming,50,192,10,anomalous,0.3743131160736084,0.09796404838562012,13,0,0,13
Hamming,5,336,1,normal,0.09786224365234375,0.02475118637084961,0,15,0,0
Hamming,5,336,1,anomalous,0.09786224365234375,0.024632930755615234,0,0,0,15
Hamming,5,336,2,normal,0.0949559211730957,0.024304866790771484,0,15,0,0
Hamming,5,336,2,anomalous,0.0949559211730957,0.024127960205078125,0,0,0,15
Hamming,5,336,3,normal,0.0961148738861084,0.02385997772216797,0,15,0,0
Hamming,5,336,3,anomalous,0.0961148738861084,0.028969287872314453,0,0,0,15
Hamming,5,336,4,normal,0.09425616264343262,0.024160146713256836,0,15,0,0
Hamming,5,336,4,anomalous,0.09425616264343262,0.02511882781982422,0,0,0,15
Hamming,5,336,5,normal,0.09601712226867676,0.024845123291015625,0,15,0,0
Hamming,5,336,5,anomalous,0.09601712226867676,0.024311065673828125,0,0,0,15
Hamming,5,336,6,normal,0.09623503684997559,0.024120092391967773,0,15,0,0
Hamming,5,336,6,anomalous,0.09623503684997559,0.023951053619384766,0,0,0,15
Hamming,5,336,7,normal,0.0963740348815918,0.023746967315673828,0,15,0,0
Hamming,5,336,7,anomalous,0.0963740348815918,0.02518296241760254,0,0,0,15
Hamming,5,336,8,normal,0.09542131423950195,0.025037050247192383,0,15,0,0
Hamming,5,336,8,anomalous,0.09542131423950195,0.024532079696655273,0,0,0,15
Hamming,5,336,9,normal,0.09632706642150879,0.02408003807067871,0,15,0,0
Hamming,5,336,9,anomalous,0.09632706642150879,0.023993730545043945,0,0,0,15
Hamming,5,336,10,normal,0.10189676284790039,0.024131059646606445,0,15,0,0
Hamming,5,336,10,anomalous,0.10189676284790039,0.024518966674804688,0,0,0,15
Hamming,10,336,1,normal,0.10842013359069824,0.027703046798706055,0,14,1,0
Hamming,10,336,1,anomalous,0.10842013359069824,0.028328895568847656,8,0,0,7
Hamming,10,336,2,normal,0.1091766357421875,0.02863597869873047,0,14,1,0
Hamming,10,336,2,anomalous,0.1091766357421875,0.02881789207458496,8,0,0,7
Hamming,10,336,3,normal,0.10930490493774414,0.028268098831176758,0,14,1,0
Hamming,10,336,3,anomalous,0.10930490493774414,0.028401851654052734,8,0,0,7
Hamming,10,336,4,normal,0.10732412338256836,0.028181076049804688,0,14,1,0
Hamming,10,336,4,anomalous,0.10732412338256836,0.027810096740722656,8,0,0,7
Hamming,10,336,5,normal,0.10759902000427246,0.028037071228027344,0,14,1,0
Hamming,10,336,5,anomalous,0.10759902000427246,0.028864145278930664,8,0,0,7
Hamming,10,336,6,normal,0.1130681037902832,0.029311418533325195,0,14,1,0
Hamming,10,336,6,anomalous,0.1130681037902832,0.02879619598388672,8,0,0,7
Hamming,10,336,7,normal,0.10883212089538574,0.028303861618041992,0,14,1,0
Hamming,10,336,7,anomalous,0.10883212089538574,0.028401851654052734,8,0,0,7
Hamming,10,336,8,normal,0.1086270809173584,0.03004312515258789,0,14,1,0
Hamming,10,336,8,anomalous,0.1086270809173584,0.029261112213134766,8,0,0,7
Hamming,10,336,9,normal,0.10893106460571289,0.028310060501098633,0,14,1,0
Hamming,10,336,9,anomalous,0.10893106460571289,0.02855992317199707,8,0,0,7
Hamming,10,336,10,normal,0.10811591148376465,0.029108047485351562,0,14,1,0
Hamming,10,336,10,anomalous,0.10811591148376465,0.028493881225585938,8,0,0,7
Hamming,15,336,1,normal,0.1285572052001953,0.0325169563293457,0,14,1,0
Hamming,15,336,1,anomalous,0.1285572052001953,0.032978057861328125,8,0,0,7
Hamming,15,336,2,normal,0.12603116035461426,0.031913042068481445,0,14,1,0
Hamming,15,336,2,anomalous,0.12603116035461426,0.03302812576293945,10,0,0,5
Hamming,15,336,3,normal,0.12512683868408203,0.03223299980163574,0,14,1,0
Hamming,15,336,3,anomalous,0.12512683868408203,0.03355741500854492,10,0,0,5
Hamming,15,336,4,normal,0.12735891342163086,0.032575130462646484,0,13,2,0
Hamming,15,336,4,anomalous,0.12735891342163086,0.03257298469543457,10,0,0,5
Hamming,15,336,5,normal,0.12446284294128418,0.032392024993896484,0,13,2,0
Hamming,15,336,5,anomalous,0.12446284294128418,0.03268718719482422,10,0,0,5
Hamming,15,336,6,normal,0.13002395629882812,0.03223276138305664,0,13,2,0
Hamming,15,336,6,anomalous,0.13002395629882812,0.03284001350402832,10,0,0,5
Hamming,15,336,7,normal,0.12528204917907715,0.032404184341430664,0,13,2,0
Hamming,15,336,7,anomalous,0.12528204917907715,0.03199505805969238,10,0,0,5
Hamming,15,336,8,normal,0.12120389938354492,0.032138824462890625,0,13,2,0
Hamming,15,336,8,anomalous,0.12120389938354492,0.03460574150085449,10,0,0,5
Hamming,15,336,9,normal,0.12413597106933594,0.03199291229248047,0,13,2,0
Hamming,15,336,9,anomalous,0.12413597106933594,0.033650875091552734,10,0,0,5
Hamming,15,336,10,normal,0.12469792366027832,0.03232097625732422,0,13,2,0
Hamming,15,336,10,anomalous,0.12469792366027832,0.032193899154663086,10,0,0,5
Hamming,20,336,1,normal,0.14435315132141113,0.03684568405151367,0,15,0,0
Hamming,20,336,1,anomalous,0.14435315132141113,0.03752303123474121,9,0,0,6
Hamming,20,336,2,normal,0.1401512622833252,0.03588724136352539,0,15,0,0
Hamming,20,336,2,anomalous,0.1401512622833252,0.03787493705749512,10,0,0,5
Hamming,20,336,3,normal,0.1406872272491455,0.036847829818725586,0,15,0,0
Hamming,20,336,3,anomalous,0.1406872272491455,0.03673887252807617,10,0,0,5
Hamming,20,336,4,normal,0.13912487030029297,0.035803794860839844,0,15,0,0
Hamming,20,336,4,anomalous,0.13912487030029297,0.03686690330505371,10,0,0,5
Hamming,20,336,5,normal,0.13931894302368164,0.03711986541748047,0,15,0,0
Hamming,20,336,5,anomalous,0.13931894302368164,0.04218769073486328,10,0,0,5
Hamming,20,336,6,normal,0.13869619369506836,0.03702116012573242,0,15,0,0
Hamming,20,336,6,anomalous,0.13869619369506836,0.03745102882385254,10,0,0,5
Hamming,20,336,7,normal,0.14014482498168945,0.0369410514831543,0,14,1,0
Hamming,20,336,7,anomalous,0.14014482498168945,0.03964090347290039,11,0,0,4
Hamming,20,336,8,normal,0.14008188247680664,0.036093950271606445,0,14,1,0
Hamming,20,336,8,anomalous,0.14008188247680664,0.036547183990478516,11,0,0,4
Hamming,20,336,9,normal,0.1393887996673584,0.03640604019165039,0,14,1,0
Hamming,20,336,9,anomalous,0.1393887996673584,0.03728795051574707,11,0,0,4
Hamming,20,336,10,normal,0.1516249179840088,0.035977840423583984,0,14,1,0
Hamming,20,336,10,anomalous,0.1516249179840088,0.03751993179321289,11,0,0,4
Hamming,25,336,1,normal,0.15349817276000977,0.040367841720581055,0,15,0,0
Hamming,25,336,1,anomalous,0.15349817276000977,0.04192399978637695,10,0,0,5
Hamming,25,336,2,normal,0.15744924545288086,0.03989100456237793,0,14,1,0
Hamming,25,336,2,anomalous,0.15744924545288086,0.04134798049926758,11,0,0,4
Hamming,25,336,3,normal,0.15233993530273438,0.040019989013671875,0,14,1,0
Hamming,25,336,3,anomalous,0.15233993530273438,0.04204297065734863,11,0,0,4
Hamming,25,336,4,normal,0.1623680591583252,0.04034829139709473,0,14,1,0
Hamming,25,336,4,anomalous,0.1623680591583252,0.0426030158996582,11,0,0,4
Hamming,25,336,5,normal,0.15367722511291504,0.04098677635192871,0,14,1,0
