detector,n_bins,n_obs_per_period,alpha,testing_set,time2build,time2graphs,time2global,time2metrics,time2predict,time2window,tp,tn,fp,fn
Kulczynski,20,170,1,testing,0.014517784118652344,0.007219791412353516,0.0020635128021240234,0.00022912025451660156,0.01140594482421875,0.009458780288696289,3,0,0,0
Kulczynski,20,170,2.5,testing,0.019192218780517578,0.017184972763061523,0.0010006427764892578,0.0010066032409667969,0.008970499038696289,0.011739015579223633,3,0,0,0
Kulczynski,20,170,5,testing,0.01880621910095215,0.01635885238647461,0.001439809799194336,0.0010075569152832031,0.0,0.004047870635986328,3,0,0,0
Kulczynski,20,170,7.5,testing,0.012827873229980469,0.0,0.008678197860717773,9.012222290039062e-05,0.004648447036743164,0.006551265716552734,3,0,0,0
Kulczynski,20,170,10,testing,0.00606536865234375,0.0020635128021240234,0.0,0.0,0.0,0.007182121276855469,3,0,0,0
Kulczynski,30,170,1,testing,0.014685869216918945,0.007012844085693359,0.0009951591491699219,0.0008339881896972656,0.007301807403564453,0.015910863876342773,3,0,0,0
Kulczynski,30,170,2.5,testing,0.015002965927124023,0.006005525588989258,0.0019931793212890625,0.0,0.007576465606689453,0.018095731735229492,3,0,0,0
Kulczynski,30,170,5,testing,0.015010356903076172,0.005996227264404297,0.0020003318786621094,0.0,0.007245302200317383,0.016185760498046875,3,0,0,0
Kulczynski,30,170,7.5,testing,0.014759540557861328,0.006246089935302734,0.002007007598876953,0.0,0.009499073028564453,0.01264810562133789,3,0,0,0
Kulczynski,30,170,10,testing,0.014997005462646484,0.006990671157836914,0.0020062923431396484,0.0,0.007001161575317383,0.02365279197692871,3,0,0,0
Kulczynski,40,170,1,testing,0.018003225326538086,0.008007287979125977,0.0019996166229248047,0.0,0.010008811950683594,0.01264500617980957,3,0,0,0
Kulczynski,40,170,2.5,testing,0.018425464630126953,0.007833003997802734,0.0010004043579101562,0.0011875629425048828,0.004069805145263672,0.020187854766845703,3,0,0,0
Kulczynski,40,170,5,testing,0.018746376037597656,0.008550405502319336,0.002007007598876953,0.0,0.008779764175415039,0.01602458953857422,3,0,0,0
Kulczynski,40,170,7.5,testing,0.022116422653198242,0.0013113021850585938,0.0,0.0,0.009170293807983398,0.030542612075805664,3,0,0,0
Kulczynski,40,170,10,testing,0.017214059829711914,0.008178949356079102,0.0010356903076171875,0.0,0.016401290893554688,0.019711017608642578,3,0,0,0
Kulczynski,50,170,1,testing,0.02189159393310547,0.003102540969848633,0.0,0.0,0.020290613174438477,0.026646137237548828,2,0,0,1
Kulczynski,50,170,2.5,testing,0.01991724967956543,0.007001638412475586,0.0010001659393310547,0.0010001659393310547,0.011512994766235352,0.02993178367614746,2,0,0,1
Kulczynski,50,170,5,testing,0.020014524459838867,0.0,0.013785839080810547,0.0008213520050048828,0.013002157211303711,0.028125286102294922,2,0,0,1
Kulczynski,50,170,7.5,testing,0.01742100715637207,0.007412433624267578,0.0,0.0,0.0,0.021378040313720703,2,0,0,1
Kulczynski,50,170,10,testing,0.023000240325927734,0.009997129440307617,0.0020074844360351562,0.000993967056274414,0.01200246810913086,0.03702831268310547,3,0,0,0
Divergence,10,170,1,testing,0.010006189346313477,0.00500178337097168,0.0009958744049072266,0.0010044574737548828,0.003006458282470703,0.00799703598022461,3,0,0,0
Divergence,10,170,2.5,testing,0.012997150421142578,0.007997274398803711,0.0029993057250976562,0.0,0.003076791763305664,0.015062808990478516,3,0,0,0
Divergence,10,170,5,testing,0.015027761459350586,0.014027595520019531,0.0010001659393310547,0.0,0.0030059814453125,0.01248478889465332,3,0,0,0
Divergence,10,170,7.5,testing,0.014596939086914062,0.012591361999511719,0.0010001659393310547,0.001005411148071289,0.0030126571655273438,0.011662006378173828,3,0,0,0
Divergence,10,170,10,testing,0.014075517654418945,0.012076377868652344,0.0009992122650146484,0.0009999275207519531,0.0030126571655273438,0.007771015167236328,3,0,0,0
Divergence,20,170,1,testing,0.017134666442871094,0.006543874740600586,0.0,0.0,0.011519908905029297,0.013291358947753906,3,0,0,0
Divergence,20,170,2.5,testing,0.01902604103088379,0.017019987106323242,0.0010063648223876953,0.0,0.0,0.003105640411376953,3,0,0,0
Divergence,20,170,5,testing,0.01748824119567871,0.0,0.015952348709106445,0.0015358924865722656,0.0,0.003030061721801758,3,0,0,0
Divergence,20,170,7.5,testing,0.01688861846923828,0.0,0.016073226928710938,0.0008153915405273438,0.0050013065338134766,0.006014108657836914,3,0,0,0
Divergence,20,170,10,testing,0.011996746063232422,0.00500178337097168,0.002000093460083008,0.0,0.0011038780212402344,0.020539522171020508,3,0,0,0
Divergence,30,170,1,testing,0.016187429428100586,0.0,0.015184879302978516,0.0010025501251220703,0.011326313018798828,0.0010955333709716797,3,0,0,0
Divergence,30,170,2.5,testing,0.024692296981811523,0.007010459899902344,0.0011112689971923828,0.001007080078125,0.007001638412475586,0.01922154426574707,3,0,0,0
Divergence,30,170,5,testing,0.014104366302490234,0.005995273590087891,0.0011026859283447266,0.0,0.0070018768310546875,0.024625778198242188,3,0,0,0
Divergence,30,170,7.5,testing,0.0,0.0,0.0,0.0,0.011945247650146484,0.0031707286834716797,3,0,0,0
Divergence,30,170,10,testing,0.02149820327758789,0.004027843475341797,0.0,0.0,0.0071103572845458984,0.012045145034790039,3,0,0,0
Divergence,40,170,1,testing,0.016483068466186523,0.011365652084350586,0.0010464191436767578,0.0,0.0160369873046875,0.007205009460449219,3,0,0,0
Divergence,40,170,2.5,testing,0.02212071418762207,0.0030546188354492188,0.0,0.0,0.0,0.026472091674804688,3,0,0,0
Divergence,40,170,5,testing,0.018990039825439453,0.006975412368774414,0.0010063648223876953,0.0010004043579101562,0.00915670394897461,0.017148733139038086,3,0,0,0
Divergence,40,170,7.5,testing,0.011487245559692383,0.0030701160430908203,0.0,0.0,0.009323596954345703,0.018735408782958984,3,0,0,0
Divergence,40,170,10,testing,0.01809239387512207,0.007001399993896484,0.0010001659393310547,0.0010082721710205078,0.0,0.023420333862304688,3,0,0,0
Divergence,50,170,1,testing,0.019779205322265625,0.0077779293060302734,0.0020003318786621094,0.0,0.011552095413208008,0.022605419158935547,3,0,0,0
Divergence,50,170,2.5,testing,0.019016504287719727,0.007013797760009766,0.002000570297241211,0.0,0.01897716522216797,0.029304027557373047,3,0,0,0
Divergence,50,170,5,testing,0.011811017990112305,0.0010373592376708984,0.0,0.0,0.022439002990722656,0.028375864028930664,3,0,0,0
Divergence,50,170,7.5,testing,0.02288365364074707,0.007863521575927734,0.0010371208190917969,0.0010077953338623047,0.011942863464355469,0.02547287940979004,3,0,0,0
Divergence,50,170,10,testing,0.020376920700073242,0.016670942306518555,0.0016622543334960938,0.0010006427764892578,0.0,0.03371739387512207,3,0,0,0
Cosine,10,170,1,testing,0.010006904602050781,0.005001544952392578,0.0010001659393310547,0.0009999275207519531,0.003000020980834961,0.007002592086791992,0,0,0,3
Cosine,10,170,2.5,testing,0.009082555770874023,0.006082773208618164,0.0010001659393310547,0.0,0.0,0.0040433406829833984,0,0,0,3
Cosine,10,170,5,testing,0.006260395050048828,0.003021717071533203,0.0,0.0,0.0,0.010604143142700195,0,0,0,3
Cosine,10,170,7.5,testing,0.002639293670654297,0.0,0.0,0.0,0.0,0.0,0,0,0,3
Cosine,10,170,10,testing,0.02274155616760254,0.00599980354309082,0.0010001659393310547,0.0,0.0030007362365722656,0.006997585296630859,3,0,0,0
Cosine,20,170,1,testing,0.007876873016357422,0.0031118392944335938,0.0,0.0,0.0,0.027988195419311523,2,0,0,1
Cosine,20,170,2.5,testing,0.022458314895629883,0.007111310958862305,0.0,0.0,0.010754585266113281,0.013603925704956055,2,0,0,1
Cosine,20,170,5,testing,0.021318435668945312,0.019317626953125,0.0009996891021728516,0.001001119613647461,0.008144140243530273,0.01230001449584961,2,0,0,1
Cosine,20,170,7.5,testing,0.019158601760864258,0.018158435821533203,0.0010001659393310547,0.0,0.009357929229736328,0.010813474655151367,3,0,0,0
Cosine,20,170,10,testing,0.016322612762451172,0.014244794845581055,0.001001596450805664,0.0010762214660644531,0.0,0.004555463790893555,3,0,0,0
Cosine,30,170,1,testing,0.01587986946105957,0.0,0.014865398406982422,0.0010144710540771484,0.0,0.024517536163330078,2,0,0,1
Cosine,30,170,2.5,testing,0.01408839225769043,0.006089687347412109,0.002000093460083008,0.0,0.00799560546875,0.016138553619384766,2,0,0,1
Cosine,30,170,5,testing,0.01511836051940918,0.006999969482421875,0.002110719680786133,0.0,0.008001327514648438,0.016119718551635742,2,0,0,1
Cosine,30,170,7.5,testing,0.01566004753112793,0.007493734359741211,0.0013251304626464844,0.0008330345153808594,0.0015077590942382812,0.025522947311401367,3,0,0,0
Cosine,30,170,10,testing,0.02202463150024414,0.0040738582611083984,0.0,0.0,0.006863832473754883,0.011157512664794922,3,0,0,0
Cosine,40,170,1,testing,0.022073745727539062,0.022073745727539062,0.0,0.0,0.016199588775634766,0.005063533782958984,2,0,0,1
Cosine,40,170,2.5,testing,0.022338390350341797,0.0010895729064941406,0.0,0.0,0.0,0.02741861343383789,2,0,0,1
Cosine,40,170,5,testing,0.017998933792114258,0.006987094879150391,0.001005411148071289,0.0010004043579101562,0.004693031311035156,0.0210111141204834,2,0,0,1
Cosine,40,170,7.5,testing,0.022065162658691406,0.003263711929321289,0.0,0.0,0.0,0.018224000930786133,2,0,0,1
Cosine,40,170,10,testing,0.019745826721191406,0.010964393615722656,0.0009872913360595703,0.0010051727294921875,0.012891292572021484,0.01610112190246582,2,0,0,1
Cosine,50,170,1,testing,0.020791292190551758,0.008014202117919922,0.0010001659393310547,0.0010001659393310547,0.010992765426635742,0.02574014663696289,2,0,0,1
Cosine,50,170,2.5,testing,0.011376619338989258,0.0010492801666259766,0.0,0.0,0.03271150588989258,0.027873516082763672,2,0,0,1
Cosine,50,170,5,testing,0.013780832290649414,0.0030410289764404297,0.0,0.0,0.01814556121826172,0.027348995208740234,2,0,0,1
Cosine,50,170,7.5,testing,0.018998384475708008,0.00700688362121582,0.002000570297241211,0.0,0.011002779006958008,0.0399017333984375,2,0,0,1
Cosine,50,170,10,testing,0.017307758331298828,0.007307529449462891,0.0,0.0,0.025030851364135742,0.022194862365722656,2,0,0,1
Jaccard,10,170,1,testing,0.004663228988647461,0.002034425735473633,0.0,0.0,0.0,0.0,2,0,0,1
Jaccard,10,170,2.5,testing,0.008237600326538086,0.006090641021728516,0.0,0.0,0.0021026134490966797,0.0030078887939453125,2,0,0,1
Jaccard,10,170,5,testing,0.01603841781616211,0.015032529830932617,0.0010058879852294922,0.0,0.0030808448791503906,0.004428863525390625,2,0,0,1
Jaccard,10,170,7.5,testing,0.016754627227783203,0.006496429443359375,0.0,0.0,0.003000497817993164,0.004014253616333008,2,0,0,1
Jaccard,10,170,10,testing,0.009014606475830078,0.005999326705932617,0.0010004043579101562,0.0,0.0,0.0021011829376220703,2,0,0,1
Jaccard,20,170,1,testing,0.009528160095214844,0.004039287567138672,0.0,0.0,0.011328697204589844,0.01483774185180664,2,0,0,1
Jaccard,20,170,2.5,testing,0.02200174331665039,0.005933523178100586,0.00046944618225097656,0.0,0.009966373443603516,0.01254582405090332,2,0,0,1
Jaccard,20,170,5,testing,0.020261287689208984,0.018254518508911133,0.0020067691802978516,0.0,0.009543418884277344,0.011014699935913086,2,0,0,1
Jaccard,20,170,7.5,testing,0.01630854606628418,0.014360189437866211,0.0010008811950683594,0.0009474754333496094,0.005001068115234375,0.0060079097747802734,2,0,0,1
Jaccard,20,170,10,testing,0.012726783752441406,0.005001068115234375,0.002248525619506836,0.00046181678771972656,0.002030611038208008,0.0161740779876709,2,0,0,1
Jaccard,30,170,1,testing,0.007252931594848633,0.0010406970977783203,0.0,0.0,0.01184535026550293,0.0030431747436523438,2,0,0,1
Jaccard,30,170,2.5,testing,0.02161717414855957,0.02052474021911621,0.0010924339294433594,0.0,0.0,0.027141809463500977,2,0,0,1
Jaccard,30,170,5,testing,0.006505250930786133,0.0,0.0,0.0,0.0030744075775146484,0.019993305206298828,2,0,0,1
Jaccard,30,170,7.5,testing,0.020876407623291016,0.004062652587890625,0.0,0.0,0.0,0.005924701690673828,2,0,0,1
Jaccard,30,170,10,testing,0.018505096435546875,0.016490459442138672,0.0017142295837402344,0.00030040740966796875,0.0,0.02381110191345215,2,0,0,1
Jaccard,40,170,1,testing,0.02206563949584961,9.34600830078125e-05,0.0,0.0,0.0,0.02717137336730957,2,0,0,1
