detector,n_bins,n_obs_per_period,alpha,testing_set,time2build,time2predict,tp,tn,fp,fn
Hamming,10,170,1,testing,0.015859365463256836,0.007140159606933594,0,1,1,1
Hamming,10,170,2.5,testing,0.01905083656311035,0.009634733200073242,0,1,1,1
Hamming,10,170,5,testing,0.020452022552490234,0.010871648788452148,0,1,1,1
Hamming,10,170,7.5,testing,0.0177919864654541,0.007856130599975586,0,1,1,1
Hamming,10,170,10,testing,0.020946264266967773,0.007407188415527344,0,1,1,1
Hamming,20,170,1,testing,0.025244951248168945,0.016122817993164062,0,2,0,1
Hamming,20,170,2.5,testing,0.02542901039123535,0.013505935668945312,0,2,0,1
Hamming,20,170,5,testing,0.025586843490600586,0.013254165649414062,0,2,0,1
Hamming,20,170,7.5,testing,0.026173830032348633,0.013995885848999023,0,2,0,1
Hamming,20,170,10,testing,0.02546525001525879,0.011313915252685547,0,2,0,1
Hamming,30,170,1,testing,0.03285408020019531,0.01607990264892578,0,2,0,1
Hamming,30,170,2.5,testing,0.03183484077453613,0.013710975646972656,0,2,0,1
Hamming,30,170,5,testing,0.030966997146606445,0.013811111450195312,0,2,0,1
Hamming,30,170,7.5,testing,0.030928850173950195,0.013777732849121094,0,2,0,1
Hamming,30,170,10,testing,0.03049921989440918,0.013824701309204102,0,2,0,1
Hamming,40,170,1,testing,0.03704214096069336,0.016955137252807617,0,2,0,1
Hamming,40,170,2.5,testing,0.0373690128326416,0.017515897750854492,0,2,0,1
Hamming,40,170,5,testing,0.037034034729003906,0.018180131912231445,0,2,0,1
Hamming,40,170,7.5,testing,0.03660917282104492,0.017680883407592773,0,2,0,1
Hamming,40,170,10,testing,0.036765098571777344,0.016375064849853516,0,2,0,1
Hamming,50,170,1,testing,0.04576420783996582,0.02123093605041504,0,2,0,1
Hamming,50,170,2.5,testing,0.044377803802490234,0.021030902862548828,0,2,0,1
Hamming,50,170,5,testing,0.043904781341552734,0.0199739933013916,0,2,0,1
Hamming,50,170,7.5,testing,0.0444178581237793,0.025416851043701172,0,2,0,1
Hamming,50,170,10,testing,0.0461428165435791,0.0207061767578125,0,2,0,1
Clark,10,170,1,testing,0.015438079833984375,0.00736689567565918,0,2,0,1
Clark,10,170,2.5,testing,0.01838088035583496,0.0064241886138916016,0,1,1,1
Clark,10,170,5,testing,0.017316102981567383,0.006700038909912109,0,1,1,1
Clark,10,170,7.5,testing,0.018599987030029297,0.006467103958129883,0,1,1,1
Clark,10,170,10,testing,0.018280982971191406,0.00871419906616211,0,1,1,1
Clark,20,170,1,testing,0.02956986427307129,0.009571075439453125,1,1,1,0
Clark,20,170,2.5,testing,0.022386789321899414,0.01028895378112793,1,1,1,0
Clark,20,170,5,testing,0.025439023971557617,0.009871721267700195,1,1,1,0
Clark,20,170,7.5,testing,0.02549004554748535,0.011244058609008789,1,1,1,0
Clark,20,170,10,testing,0.02230072021484375,0.009615182876586914,1,1,1,0
Clark,30,170,1,testing,0.030538082122802734,0.01456904411315918,1,1,1,0
Clark,30,170,2.5,testing,0.031054019927978516,0.014870166778564453,1,1,1,0
Clark,30,170,5,testing,0.0308229923248291,0.015072107315063477,1,1,1,0
Clark,30,170,7.5,testing,0.030282020568847656,0.016882896423339844,1,1,1,0
Clark,30,170,10,testing,0.029815673828125,0.01812291145324707,1,1,1,0
Clark,40,170,1,testing,0.03913593292236328,0.017347097396850586,1,1,1,0
Clark,40,170,2.5,testing,0.04038405418395996,0.018942832946777344,1,1,1,0
Clark,40,170,5,testing,0.038867950439453125,0.01906895637512207,1,1,1,0
Clark,40,170,7.5,testing,0.04142308235168457,0.018104076385498047,1,1,1,0
Clark,40,170,10,testing,0.037531137466430664,0.01896977424621582,1,1,1,0
Clark,50,170,1,testing,0.04626607894897461,0.02228689193725586,1,0,2,0
Clark,50,170,2.5,testing,0.04701805114746094,0.022668123245239258,1,0,2,0
Clark,50,170,5,testing,0.04645180702209473,0.021360158920288086,1,0,2,0
Clark,50,170,7.5,testing,0.04802417755126953,0.020626068115234375,1,0,2,0
Clark,50,170,10,testing,0.04592776298522949,0.026768922805786133,1,0,2,0
Canberra,10,170,1,testing,0.015787124633789062,0.007776021957397461,0,1,1,1
Canberra,10,170,2.5,testing,0.020159244537353516,0.009554147720336914,0,1,1,1
Canberra,10,170,5,testing,0.01675701141357422,0.0065021514892578125,0,1,1,1
Canberra,10,170,7.5,testing,0.018057823181152344,0.006807088851928711,0,1,1,1
Canberra,10,170,10,testing,0.01741313934326172,0.006559848785400391,0,1,1,1
Canberra,20,170,1,testing,0.0263059139251709,0.010505914688110352,1,1,1,0
Canberra,20,170,2.5,testing,0.02288198471069336,0.0141448974609375,1,1,1,0
Canberra,20,170,5,testing,0.02482891082763672,0.011389017105102539,1,1,1,0
Canberra,20,170,7.5,testing,0.02582073211669922,0.009856939315795898,1,1,1,0
Canberra,20,170,10,testing,0.02355504035949707,0.009704828262329102,1,1,1,0
Canberra,30,170,1,testing,0.02995777130126953,0.014470338821411133,1,1,1,0
Canberra,30,170,2.5,testing,0.029466867446899414,0.014032125473022461,1,1,1,0
