6821,798,326,81,74,63,31,22,16,7,12,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,1096,471,192,79,76,38,30,21,20,10,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,591,1208,704,188,77,55,30,26,13,20,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,222,888,1120,258,67,48,34,31,15,10,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,110,184,317,161,76,42,35,25,16,8,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,60,86,129,96,55,34,22,19,9,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,32,46,77,47,39,36,23,15,13,10,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,27,34,56,44,30,25,27,18,10,8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,20,34,34,29,14,29,25,13,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,8,20,21,17,18,11,19,4,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,11,16,12,8,9,11,12,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,10,3,6,7,7,11,5,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,2,2,4,7,4,1,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
