0,1,2,3,4,5,6,7,8,9,10,11
115,13,3,3,0,3,0,0,0,0,1,0
17,31,7,3,1,1,0,1,0,1,0,0
4,12,17,12,4,2,0,0,0,2,1,1
2,1,19,18,3,0,1,0,0,0,0,0
0,3,4,4,1,0,0,1,0,0,0,0
0,0,2,2,3,1,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0
0,2,0,2,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
