0,1,2,3,4,5,6,7,8,9,10,11
120,13,4,3,1,2,2,0,1,0,0,0
17,11,4,0,1,0,1,0,0,0,0,0
8,3,16,14,2,0,1,0,2,1,0,0
1,3,19,29,3,1,1,1,1,0,0,0
0,3,1,5,4,0,1,1,1,0,0,0
0,0,2,4,2,1,0,0,0,0,0,1
0,0,0,2,0,2,1,0,1,1,1,0
0,0,0,1,2,1,0,0,0,0,0,0
0,1,0,1,1,1,0,2,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
