0,1,2,3,4,5,6,7,8,9,10,11,12
108,8,4,0,0,0,0,0,1,1,1,0,0
11,8,4,2,2,0,2,0,1,0,0,0,0
1,8,3,8,2,1,0,1,0,0,0,0,0
1,4,11,33,13,4,1,1,0,2,0,0,0
1,1,1,14,8,3,1,2,2,0,0,0,2
0,0,0,7,2,1,1,0,0,0,0,0,0
0,0,1,1,5,1,0,0,1,0,0,0,0
0,0,0,2,1,0,3,2,0,0,2,1,1
0,1,0,0,2,0,1,1,1,1,0,0,0
1,0,0,1,0,1,0,2,0,0,0,0,0
0,0,0,2,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0
