0,1,2,3,4,5,6,7,8,9,10,11,12,13
97,18,4,3,2,1,1,0,0,0,0,0,0,0
20,10,2,1,3,1,0,0,0,0,0,0,0,0
8,4,21,10,1,3,1,1,0,0,1,0,0,0
1,1,12,26,9,1,2,1,3,0,0,0,0,0
0,1,4,9,9,1,1,0,1,2,0,0,0,1
0,3,2,1,2,1,0,0,0,0,1,0,0,0
0,0,2,1,1,0,2,0,1,0,0,2,0,0
0,0,1,2,0,0,2,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
