0,1,2,3,4,5,6,7,8,9,10,11
112,13,5,1,2,2,3,0,0,0,0,0
14,3,5,2,1,1,0,0,0,0,0,1
8,9,25,14,1,0,0,1,1,0,0,0
2,2,16,27,9,0,2,1,1,0,0,1
2,0,4,8,3,1,0,1,1,0,1,0
0,0,3,2,0,0,0,0,0,0,0,0
0,0,0,3,0,0,2,2,0,0,0,0
0,0,1,1,3,0,0,1,0,2,0,0
0,0,0,0,2,0,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0
