0,1,2,3,4,5,6,7,8,9,10
107,17,2,2,0,2,1,0,0,0,0
17,30,12,3,2,3,1,1,1,0,1
6,11,20,8,5,0,0,0,0,0,1
1,7,12,12,4,0,0,1,0,0,0
0,2,3,9,3,1,1,0,0,0,0
0,2,1,1,1,0,1,3,0,0,0
0,1,1,1,1,0,0,0,0,0,0
0,1,0,0,2,2,0,1,0,1,0
0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0
0,0,0,1,0,0,0,0,1,0,0
