0,1,2,3,4,5,6,7,8,9,10,11,12,13
105,13,8,0,0,0,1,0,0,0,0,0,1,0
14,32,9,3,2,4,2,0,0,0,0,0,1,0
7,13,19,14,3,2,0,1,0,0,0,1,0,0
1,3,18,16,3,1,1,0,0,0,0,0,0,0
0,3,3,2,0,1,1,0,0,0,0,0,0,0
0,3,1,2,1,1,0,1,1,0,0,0,0,0
0,0,0,2,0,0,0,1,1,1,1,0,0,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0
