0,1,2,3,4,5,6,7,8,9,10
107,11,10,5,2,0,0,0,0,0,0
18,20,6,5,2,2,0,0,0,2,0
6,11,11,10,6,0,0,0,0,0,0
2,10,10,21,8,4,0,1,2,0,0
2,1,5,10,0,1,1,0,0,1,0
0,0,1,4,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0
0,1,0,1,1,0,0,1,1,0,0
0,0,1,0,1,0,0,2,0,0,0
0,0,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,0,0
