0,1,2,3,4,5,6,7,8,9,10,11,12
112,17,5,0,2,2,0,0,0,0,1,0,0
14,25,13,6,0,1,0,0,0,0,0,0,0
10,10,22,15,1,1,2,0,0,0,0,0,1
1,3,14,9,3,0,4,0,0,0,0,1,0
0,1,6,2,2,0,1,0,0,0,0,0,0
1,2,0,0,1,1,0,1,0,0,0,0,0
1,0,1,3,1,1,3,0,0,1,0,1,0
0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0
