0,1,2,3,4,5,6,7,8,9,10,11,12
122,10,6,1,4,0,0,1,1,0,0,0,0
11,18,8,4,3,2,0,0,0,1,0,0,0
10,8,13,12,6,1,0,0,1,0,0,0,0
1,5,19,20,0,3,0,0,0,0,0,1,0
1,5,2,4,1,1,0,2,0,0,0,0,0
0,0,2,4,0,1,0,1,0,0,0,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,2,1,0,1,3,0,0,1,0,0
0,1,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0
