0,1,2,3,4,5,6,7,8,9,10,11
115,19,5,0,1,0,0,0,0,1,0,0
19,34,10,3,2,0,1,2,1,1,0,0
5,8,15,13,3,2,0,1,1,0,1,0
2,7,11,14,3,1,0,1,0,0,0,0
0,2,3,2,0,0,2,0,1,0,0,0
0,0,1,2,1,0,1,0,0,0,0,0
0,1,3,1,0,0,0,0,0,0,0,0
0,1,0,2,0,1,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,0,0
0,0,0,2,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
