0,1,2,3,4,5,6,7,8,9,10,11
112,17,6,3,1,1,0,0,0,0,0,1
19,22,13,4,1,2,0,0,0,1,0,0
8,13,23,11,5,0,0,0,0,0,3,0
1,6,15,13,3,0,0,0,0,0,0,0
0,1,4,4,3,0,2,0,1,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,2,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
