0,1,2,3,4,5,6,7,8,9,10,11,12,13
117,12,7,0,0,1,1,0,0,0,0,1,1,0
12,1,6,2,0,1,0,2,0,0,0,0,0,0
5,6,15,14,3,2,1,0,1,1,0,1,0,0
2,1,17,35,8,2,0,0,0,0,1,0,0,0
2,1,2,11,6,1,0,0,1,1,0,0,0,0
1,2,1,1,1,2,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,2,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0
0,1,0,1,1,1,0,0,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0
