0,1,2,3,4,5,6,7,8,9,10,11
105,18,0,1,0,2,1,0,0,0,1,1
18,26,12,3,0,2,1,0,0,0,0,0
6,10,38,11,4,3,1,1,1,0,0,1
0,3,15,8,3,1,1,0,1,0,0,0
0,1,5,3,1,0,1,0,0,1,0,0
0,2,2,4,2,1,0,0,0,0,0,0
0,2,1,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0
