0,1,2,3,4,5,6,7,8,9,10,11
115,10,7,0,2,2,0,0,0,0,0,0
12,25,6,3,0,1,0,1,0,0,0,0
9,5,36,16,1,1,1,1,0,0,0,0
0,4,17,17,5,0,2,0,1,0,0,0
0,2,2,6,0,2,0,0,0,0,1,1
0,1,1,1,0,0,2,0,1,1,0,0
0,0,1,2,2,0,0,0,0,0,0,0
0,0,0,0,2,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0
