0,1,2,3,4,5,6,7,8,9,10,11
119,13,7,0,3,2,0,2,0,0,0,0
16,17,5,5,1,2,0,0,0,0,0,0
5,5,11,16,3,1,3,0,0,0,0,1
2,7,15,15,8,1,0,1,0,0,0,0
1,1,4,5,2,3,1,0,0,1,0,0
2,1,2,3,1,1,1,1,1,0,1,0
1,2,0,2,0,2,0,0,0,0,0,0
0,0,0,3,0,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
