0,1,2,3,4,5,6,7,8,9,10,11,12
121,14,7,2,0,0,1,1,0,0,2,0,0
16,16,6,5,1,1,0,1,0,1,0,0,0
6,12,15,9,0,2,2,0,1,0,0,0,1
1,2,17,22,4,3,1,1,0,0,0,0,0
0,0,1,3,2,2,0,0,0,1,0,0,0
1,2,0,3,1,1,3,0,0,0,0,0,0
0,0,0,5,0,2,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0
