0,1,2,3,4,5,6,7,8,9,10,11,12
114,8,8,3,2,1,0,0,0,0,0,0,0
13,25,8,4,4,1,0,2,0,0,0,0,0
6,13,13,15,1,2,0,0,0,0,0,0,1
1,4,16,21,5,0,3,0,0,0,0,1,0
1,3,3,4,2,1,1,0,2,0,0,0,0
1,3,1,0,1,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,1,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0
