0,1,2,3,4,5,6,7,8,9,10,11
132,16,9,1,1,1,0,0,0,0,0,0
18,17,8,4,1,2,0,1,0,1,0,0
8,12,29,11,0,1,0,1,0,0,1,1
2,4,12,12,0,0,0,0,1,0,1,0
0,2,0,1,0,1,0,0,0,0,0,0
0,0,3,2,1,4,2,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,2,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
