0,1,2,3,4,5,6,7,8,9,10,11,12
110,10,6,2,1,1,0,1,0,0,1,0,0
13,32,17,8,1,2,0,0,0,0,1,1,0
7,18,18,7,5,3,3,0,0,0,0,0,2
0,7,12,4,0,0,2,0,1,0,0,0,0
0,3,5,2,0,1,0,0,0,0,0,0,0
1,2,3,4,0,1,0,0,0,0,0,0,0
0,1,1,0,3,1,0,0,0,1,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0
