0,1,2,3,4,5,6,7,8,9,10,11
122,9,6,0,4,1,0,1,0,0,0,0
9,26,9,7,3,1,1,0,0,0,0,1
8,11,17,12,2,0,0,2,0,0,0,0
2,5,16,20,2,2,0,0,0,0,0,0
2,3,3,3,1,1,1,0,0,0,0,0
0,1,0,1,1,0,0,1,1,0,0,0
0,0,0,1,0,0,1,1,0,1,1,0
0,2,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
