0,1,2,3,4,5,6,7,8,9,10,11
112,12,4,4,1,0,0,0,0,1,0,0
16,31,6,5,1,1,2,1,1,0,0,0
3,14,36,8,1,1,1,0,2,0,1,1
2,3,17,5,1,0,0,0,1,0,0,1
1,2,0,3,1,4,1,0,1,0,0,0
0,0,0,4,2,1,0,0,0,0,0,0
0,1,1,0,2,0,0,1,0,0,0,0
0,1,2,0,0,0,0,1,0,0,0,0
0,0,1,0,3,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0
