0,1,2,3,4,5,6,7,8,9,10,11,12
114,16,3,1,0,0,0,0,0,0,1,1,1
19,12,14,3,0,2,0,1,0,1,0,1,0
4,15,17,12,5,1,0,0,0,1,0,0,0
0,3,13,22,8,0,0,0,1,1,0,0,0
0,3,4,5,1,1,0,1,1,0,0,0,0
0,1,1,0,0,1,0,0,1,1,0,0,0
0,2,1,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0
