0,1,2,3,4,5,6,7,8,9,10,11,12,13
94,15,4,2,2,2,0,0,0,0,0,0,0,0
16,36,18,3,1,1,0,1,0,1,0,0,0,0
4,14,18,9,5,0,2,1,0,1,0,0,1,1
1,6,12,15,2,0,0,0,0,0,0,1,0,0
2,4,2,4,3,1,0,1,0,0,0,0,0,0
1,0,1,0,1,1,0,0,1,0,0,0,0,0
1,2,0,0,1,0,1,1,0,1,0,0,0,0
0,0,1,1,0,0,2,0,2,0,0,0,0,0
0,0,0,1,1,0,1,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0
