0,1,2,3,4,5,6,7,8,9,10,11
113,11,2,2,2,1,1,0,0,0,0,0
10,8,3,2,1,1,1,0,0,0,0,1
5,5,18,10,4,1,0,1,0,0,0,0
2,1,14,45,7,3,2,0,1,0,1,0
2,0,6,8,6,0,2,0,0,0,0,0
0,2,0,4,2,0,1,0,0,1,0,0
0,0,0,3,1,2,2,1,2,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,1,0,0,2,0,1,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0
