0,1,2,3,4,5,6,7,8,9,10,11
113,16,7,1,1,1,0,0,0,0,0,0
15,19,15,2,2,2,1,1,0,0,0,0
9,15,23,13,2,1,1,1,0,0,0,1
2,4,13,7,4,1,1,0,0,0,0,0
0,2,2,8,4,0,1,0,1,0,0,0
0,1,3,1,3,1,1,0,0,0,0,0
0,0,2,1,1,1,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
