0,1,2,3,4,5,6,7,8,9,10
120,12,5,0,0,0,1,0,2,0,0
11,8,5,3,0,1,1,0,0,0,0
5,3,11,15,6,3,0,0,0,1,0
2,3,17,42,3,2,1,0,2,1,1
2,1,1,5,6,0,1,0,1,0,1
0,0,1,3,2,0,0,2,0,1,0
0,1,1,1,1,2,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,0,1,3,0,1,0,0,1,0,0
0,0,0,1,0,0,2,1,0,0,0
0,0,0,1,0,0,0,0,0,1,0
