detector,n_bins,n_obs_per_period,alpha,testing_set,time_model_creation,time_model_prediction,n_tp,n_tn,n_fp,n_fn
Hamming,25,168,8,normal,0.2503030300140381,0.06132102012634277,0,28,2,0
Hamming,25,168,8,anomalous,0.2503030300140381,0.06591510772705078,17,0,0,13
Hamming,25,168,9,normal,0.2441880702972412,0.06111264228820801,0,28,2,0
Hamming,25,168,9,anomalous,0.2441880702972412,0.06503510475158691,21,0,0,9
Hamming,25,168,10,normal,0.2438209056854248,0.06842780113220215,0,28,2,0
Hamming,25,168,10,anomalous,0.2438209056854248,0.06580710411071777,21,0,0,9
Hamming,30,168,1,normal,0.2689938545227051,0.0669858455657959,0,29,1,0
Hamming,30,168,1,anomalous,0.2689938545227051,0.07179117202758789,4,0,0,26
Hamming,30,168,2,normal,0.2700071334838867,0.07224583625793457,0,29,1,0
Hamming,30,168,2,anomalous,0.2700071334838867,0.07289910316467285,6,0,0,24
Hamming,30,168,3,normal,0.27726006507873535,0.0666658878326416,0,29,1,0
Hamming,30,168,3,anomalous,0.27726006507873535,0.0721132755279541,12,0,0,18
Hamming,30,168,4,normal,0.2696540355682373,0.06694412231445312,0,29,1,0
Hamming,30,168,4,anomalous,0.2696540355682373,0.07225489616394043,12,0,0,18
Hamming,30,168,5,normal,0.2754547595977783,0.06842398643493652,0,29,1,0
Hamming,30,168,5,anomalous,0.2754547595977783,0.07253098487854004,12,0,0,18
Hamming,30,168,6,normal,0.2704901695251465,0.06735396385192871,0,29,1,0
Hamming,30,168,6,anomalous,0.2704901695251465,0.07199788093566895,17,0,0,13
Hamming,30,168,7,normal,0.2685127258300781,0.07095694541931152,0,29,1,0
Hamming,30,168,7,anomalous,0.2685127258300781,0.0737307071685791,17,0,0,13
Hamming,30,168,8,normal,0.26845598220825195,0.06810688972473145,0,29,1,0
Hamming,30,168,8,anomalous,0.26845598220825195,0.08441996574401855,17,0,0,13
Hamming,30,168,9,normal,0.26989316940307617,0.06685423851013184,0,29,1,0
Hamming,30,168,9,anomalous,0.26989316940307617,0.07160496711730957,17,0,0,13
Hamming,30,168,10,normal,0.2794170379638672,0.0676431655883789,0,28,2,0
Hamming,30,168,10,anomalous,0.2794170379638672,0.0713961124420166,20,0,0,10
Hamming,35,168,1,normal,0.2951350212097168,0.07444405555725098,0,29,1,0
Hamming,35,168,1,anomalous,0.2951350212097168,0.07808899879455566,6,0,0,24
Hamming,35,168,2,normal,0.3044109344482422,0.0738527774810791,0,29,1,0
Hamming,35,168,2,anomalous,0.3044109344482422,0.07895493507385254,8,0,0,22
Hamming,35,168,3,normal,0.297191858291626,0.0735158920288086,0,29,1,0
Hamming,35,168,3,anomalous,0.297191858291626,0.07772088050842285,8,0,0,22
Hamming,35,168,4,normal,0.30177998542785645,0.07492303848266602,0,29,1,0
Hamming,35,168,4,anomalous,0.30177998542785645,0.07899808883666992,10,0,0,20
Hamming,35,168,5,normal,0.2940647602081299,0.07403922080993652,0,29,1,0
Hamming,35,168,5,anomalous,0.2940647602081299,0.0785830020904541,12,0,0,18
Hamming,35,168,6,normal,0.29578065872192383,0.07958102226257324,0,29,1,0
Hamming,35,168,6,anomalous,0.29578065872192383,0.07946085929870605,16,0,0,14
Hamming,35,168,7,normal,0.29417872428894043,0.07398819923400879,0,29,1,0
Hamming,35,168,7,anomalous,0.29417872428894043,0.07970690727233887,16,0,0,14
Hamming,35,168,8,normal,0.2992672920227051,0.07373213768005371,0,29,1,0
Hamming,35,168,8,anomalous,0.2992672920227051,0.08522486686706543,17,0,0,13
Hamming,35,168,9,normal,0.2982218265533447,0.07408523559570312,0,29,1,0
Hamming,35,168,9,anomalous,0.2982218265533447,0.07840609550476074,17,0,0,13
Hamming,35,168,10,normal,0.29608917236328125,0.07460212707519531,0,29,1,0
Hamming,35,168,10,anomalous,0.29608917236328125,0.07910823822021484,17,0,0,13
Hamming,40,168,1,normal,0.3312199115753174,0.08101987838745117,0,29,1,0
Hamming,40,168,1,anomalous,0.3312199115753174,0.0843818187713623,3,0,0,27
Hamming,40,168,2,normal,0.3216681480407715,0.08126378059387207,0,29,1,0
Hamming,40,168,2,anomalous,0.3216681480407715,0.08455705642700195,6,0,0,24
Hamming,40,168,3,normal,0.32673192024230957,0.08078479766845703,0,29,1,0
Hamming,40,168,3,anomalous,0.32673192024230957,0.0846858024597168,10,0,0,20
Hamming,40,168,4,normal,0.3212399482727051,0.0809330940246582,0,29,1,0
Hamming,40,168,4,anomalous,0.3212399482727051,0.0854179859161377,14,0,0,16
Hamming,40,168,5,normal,0.33260583877563477,0.08104705810546875,0,29,1,0
Hamming,40,168,5,anomalous,0.33260583877563477,0.08466815948486328,14,0,0,16
Hamming,40,168,6,normal,0.32143402099609375,0.08066606521606445,0,28,2,0
Hamming,40,168,6,anomalous,0.32143402099609375,0.08552312850952148,16,0,0,14
Hamming,40,168,7,normal,0.32948803901672363,0.08120393753051758,0,27,3,0
Hamming,40,168,7,anomalous,0.32948803901672363,0.08564305305480957,18,0,0,12
Hamming,40,168,8,normal,0.32153987884521484,0.08072590827941895,0,27,3,0
Hamming,40,168,8,anomalous,0.32153987884521484,0.08463311195373535,18,0,0,12
Hamming,40,168,9,normal,0.33154916763305664,0.08102083206176758,0,27,3,0
Hamming,40,168,9,anomalous,0.33154916763305664,0.08553600311279297,18,0,0,12
Hamming,40,168,10,normal,0.3216891288757324,0.08117294311523438,0,25,5,0
Hamming,40,168,10,anomalous,0.3216891288757324,0.08469319343566895,20,0,0,10
Hamming,45,168,1,normal,0.3566560745239258,0.08712983131408691,0,30,0,0
Hamming,45,168,1,anomalous,0.3566560745239258,0.09240579605102539,3,0,0,27
Hamming,45,168,2,normal,0.3518698215484619,0.08700895309448242,0,29,1,0
Hamming,45,168,2,anomalous,0.3518698215484619,0.09747791290283203,3,0,0,27
Hamming,45,168,3,normal,0.3540990352630615,0.08637523651123047,0,29,1,0
Hamming,45,168,3,anomalous,0.3540990352630615,0.09280014038085938,6,0,0,24
Hamming,45,168,4,normal,0.3499739170074463,0.09250140190124512,0,29,1,0
Hamming,45,168,4,anomalous,0.3499739170074463,0.09406614303588867,9,0,0,21
Hamming,45,168,5,normal,0.3489410877227783,0.08710908889770508,0,29,1,0
Hamming,45,168,5,anomalous,0.3489410877227783,0.09211587905883789,12,0,0,18
Hamming,45,168,6,normal,0.3560140132904053,0.08872699737548828,0,28,2,0
Hamming,45,168,6,anomalous,0.3560140132904053,0.09230899810791016,16,0,0,14
Hamming,45,168,7,normal,0.34993886947631836,0.08744382858276367,0,28,2,0
Hamming,45,168,7,anomalous,0.34993886947631836,0.09147214889526367,17,0,0,13
Hamming,45,168,8,normal,0.3577401638031006,0.09065604209899902,0,26,4,0
Hamming,45,168,8,anomalous,0.3577401638031006,0.0919790267944336,18,0,0,12
Hamming,45,168,9,normal,0.35385704040527344,0.0862891674041748,0,26,4,0
Hamming,45,168,9,anomalous,0.35385704040527344,0.09250092506408691,18,0,0,12
Hamming,45,168,10,normal,0.35347604751586914,0.08699893951416016,0,26,4,0
Hamming,45,168,10,anomalous,0.35347604751586914,0.09305286407470703,18,0,0,12
Hamming,50,168,1,normal,0.3771851062774658,0.0941767692565918,0,30,0,0
Hamming,50,168,1,anomalous,0.3771851062774658,0.09968900680541992,1,0,0,29
Hamming,50,168,2,normal,0.3875761032104492,0.0939328670501709,0,29,1,0
Hamming,50,168,2,anomalous,0.3875761032104492,0.1004951000213623,4,0,0,26
Hamming,50,168,3,normal,0.3775179386138916,0.10001587867736816,0,28,2,0
Hamming,50,168,3,anomalous,0.3775179386138916,0.1008150577545166,8,0,0,22
Hamming,50,168,4,normal,0.37655019760131836,0.09371066093444824,0,27,3,0
Hamming,50,168,4,anomalous,0.37655019760131836,0.10068392753601074,10,0,0,20
Hamming,50,168,5,normal,0.3843090534210205,0.09526515007019043,0,27,3,0
Hamming,50,168,5,anomalous,0.3843090534210205,0.09937119483947754,10,0,0,20
Hamming,50,168,6,normal,0.379528284072876,0.09397482872009277,0,27,3,0
Hamming,50,168,6,anomalous,0.379528284072876,0.10045075416564941,10,0,0,20
Hamming,50,168,7,normal,0.38584303855895996,0.09502220153808594,0,27,3,0
Hamming,50,168,7,anomalous,0.38584303855895996,0.09907293319702148,12,0,0,18
Hamming,50,168,8,normal,0.3780810832977295,0.09386277198791504,0,27,3,0
Hamming,50,168,8,anomalous,0.3780810832977295,0.10647010803222656,12,0,0,18
Hamming,50,168,9,normal,0.38490867614746094,0.09415006637573242,0,27,3,0
Hamming,50,168,9,anomalous,0.38490867614746094,0.09880423545837402,12,0,0,18
Hamming,50,168,10,normal,0.38319897651672363,0.09629201889038086,0,27,3,0
Hamming,50,168,10,anomalous,0.38319897651672363,0.09958291053771973,12,0,0,18
Hamming,5,192,1,normal,0.14094114303588867,0.03375101089477539,0,26,0,0
Hamming,5,192,1,anomalous,0.14094114303588867,0.03511810302734375,0,0,0,26
Hamming,5,192,2,normal,0.14110898971557617,0.03471803665161133,0,26,0,0
Hamming,5,192,2,anomalous,0.14110898971557617,0.0356600284576416,0,0,0,26
Hamming,5,192,3,normal,0.13815808296203613,0.033570051193237305,0,26,0,0
Hamming,5,192,3,anomalous,0.13815808296203613,0.035218000411987305,0,0,0,26
Hamming,5,192,4,normal,0.1471109390258789,0.03787708282470703,0,26,0,0
Hamming,5,192,4,anomalous,0.1471109390258789,0.04391765594482422,0,0,0,26
Hamming,5,192,5,normal,0.22252321243286133,0.0343470573425293,0,26,0,0
Hamming,5,192,5,anomalous,0.22252321243286133,0.03565788269042969,0,0,0,26
Hamming,5,192,6,normal,0.14771819114685059,0.035047054290771484,0,26,0,0
Hamming,5,192,6,anomalous,0.14771819114685059,0.04256296157836914,0,0,0,26
Hamming,5,192,7,normal,0.16446495056152344,0.03422689437866211,0,26,0,0
Hamming,5,192,7,anomalous,0.16446495056152344,0.035858869552612305,0,0,0,26
Hamming,5,192,8,normal,0.14838004112243652,0.03455209732055664,0,26,0,0
Hamming,5,192,8,anomalous,0.14838004112243652,0.03649616241455078,0,0,0,26
Hamming,5,192,9,normal,0.1397418975830078,0.03435993194580078,0,26,0,0
Hamming,5,192,9,anomalous,0.1397418975830078,0.03513216972351074,0,0,0,26
Hamming,5,192,10,normal,0.14593219757080078,0.034526824951171875,0,26,0,0
Hamming,5,192,10,anomalous,0.14593219757080078,0.036299943923950195,0,0,0,26
Hamming,10,192,1,normal,0.16071200370788574,0.04154491424560547,0,26,0,0
Hamming,10,192,1,anomalous,0.16071200370788574,0.045495033264160156,1,0,0,25
Hamming,10,192,2,normal,0.16565608978271484,0.041938066482543945,0,26,0,0
Hamming,10,192,2,anomalous,0.16565608978271484,0.04326510429382324,1,0,0,25
Hamming,10,192,3,normal,0.1635289192199707,0.042597055435180664,0,26,0,0
Hamming,10,192,3,anomalous,0.1635289192199707,0.0427248477935791,1,0,0,25
Hamming,10,192,4,normal,0.16297316551208496,0.040032148361206055,0,26,0,0
Hamming,10,192,4,anomalous,0.16297316551208496,0.04272723197937012,1,0,0,25
Hamming,10,192,5,normal,0.1617739200592041,0.0389559268951416,0,26,0,0
Hamming,10,192,5,anomalous,0.1617739200592041,0.042780160903930664,1,0,0,25
Hamming,10,192,6,normal,0.16820096969604492,0.03910684585571289,0,25,1,0
Hamming,10,192,6,anomalous,0.16820096969604492,0.044731855392456055,7,0,0,19
Hamming,10,192,7,normal,0.15912914276123047,0.03886580467224121,0,25,1,0
Hamming,10,192,7,anomalous,0.15912914276123047,0.0410921573638916,7,0,0,19
Hamming,10,192,8,normal,0.15976977348327637,0.04005718231201172,0,25,1,0
Hamming,10,192,8,anomalous,0.15976977348327637,0.040368080139160156,7,0,0,19
Hamming,10,192,9,normal,0.16100716590881348,0.039305925369262695,0,24,2,0
Hamming,10,192,9,anomalous,0.16100716590881348,0.04153299331665039,13,0,0,13
Hamming,10,192,10,normal,0.16797709465026855,0.03931403160095215,0,24,2,0
Hamming,10,192,10,anomalous,0.16797709465026855,0.042520999908447266,13,0,0,13
Hamming,15,192,1,normal,0.18071293830871582,0.04385685920715332,0,26,0,0
Hamming,15,192,1,anomalous,0.18071293830871582,0.04658985137939453,6,0,0,20
Hamming,15,192,2,normal,0.17908024787902832,0.04352617263793945,0,26,0,0
Hamming,15,192,2,anomalous,0.17908024787902832,0.04599308967590332,10,0,0,16
Hamming,15,192,3,normal,0.18754792213439941,0.04371523857116699,0,26,0,0
Hamming,15,192,3,anomalous,0.18754792213439941,0.05380606651306152,10,0,0,16
Hamming,15,192,4,normal,0.17649602890014648,0.04351997375488281,0,25,1,0
Hamming,15,192,4,anomalous,0.17649602890014648,0.046089887619018555,13,0,0,13
Hamming,15,192,5,normal,0.17602801322937012,0.04412388801574707,0,25,1,0
Hamming,15,192,5,anomalous,0.17602801322937012,0.04614090919494629,13,0,0,13
Hamming,15,192,6,normal,0.17433810234069824,0.04464602470397949,0,25,1,0
Hamming,15,192,6,anomalous,0.17433810234069824,0.046089887619018555,13,0,0,13
Hamming,15,192,7,normal,0.18355274200439453,0.04468202590942383,0,25,1,0
Hamming,15,192,7,anomalous,0.18355274200439453,0.04786109924316406,13,0,0,13
Hamming,15,192,8,normal,0.1754441261291504,0.04375600814819336,0,25,1,0
Hamming,15,192,8,anomalous,0.1754441261291504,0.04577302932739258,13,0,0,13
Hamming,15,192,9,normal,0.17698287963867188,0.04481101036071777,0,24,2,0
Hamming,15,192,9,anomalous,0.17698287963867188,0.04610419273376465,18,0,0,8
Hamming,15,192,10,normal,0.17856192588806152,0.043792724609375,0,24,2,0
Hamming,15,192,10,anomalous,0.17856192588806152,0.04570722579956055,18,0,0,8
Hamming,20,192,1,normal,0.2071380615234375,0.0489192008972168,0,26,0,0
Hamming,20,192,1,anomalous,0.2071380615234375,0.05316805839538574,2,0,0,24
Hamming,20,192,2,normal,0.19689011573791504,0.04959225654602051,0,26,0,0
Hamming,20,192,2,anomalous,0.19689011573791504,0.050839900970458984,11,0,0,15
Hamming,20,192,3,normal,0.19909405708312988,0.049105167388916016,0,26,0,0
Hamming,20,192,3,anomalous,0.19909405708312988,0.051835060119628906,11,0,0,15
Hamming,20,192,4,normal,0.20427799224853516,0.04890799522399902,0,26,0,0
Hamming,20,192,4,anomalous,0.20427799224853516,0.05141806602478027,11,0,0,15
Hamming,20,192,5,normal,0.1976919174194336,0.049112796783447266,0,25,1,0
Hamming,20,192,5,anomalous,0.1976919174194336,0.05326509475708008,13,0,0,13
Hamming,20,192,6,normal,0.19527506828308105,0.04911088943481445,0,25,1,0
Hamming,20,192,6,anomalous,0.19527506828308105,0.05134081840515137,13,0,0,13
Hamming,20,192,7,normal,0.20676207542419434,0.05017209053039551,0,24,2,0
Hamming,20,192,7,anomalous,0.20676207542419434,0.0536191463470459,15,0,0,11
Hamming,20,192,8,normal,0.19713377952575684,0.04889321327209473,0,24,2,0
Hamming,20,192,8,anomalous,0.19713377952575684,0.05103278160095215,15,0,0,11
Hamming,20,192,9,normal,0.2012181282043457,0.04933309555053711,0,24,2,0
Hamming,20,192,9,anomalous,0.2012181282043457,0.05132699012756348,15,0,0,11
Hamming,20,192,10,normal,0.19653677940368652,0.054900169372558594,0,24,2,0
Hamming,20,192,10,anomalous,0.19653677940368652,0.05353713035583496,19,0,0,7
Hamming,25,192,1,normal,0.22071313858032227,0.054609060287475586,0,26,0,0
Hamming,25,192,1,anomalous,0.22071313858032227,0.05815887451171875,12,0,0,14
Hamming,25,192,2,normal,0.21848583221435547,0.05922412872314453,0,26,0,0
Hamming,25,192,2,anomalous,0.21848583221435547,0.05957794189453125,12,0,0,14
Hamming,25,192,3,normal,0.22558093070983887,0.05608987808227539,0,26,0,0
Hamming,25,192,3,anomalous,0.22558093070983887,0.05932807922363281,14,0,0,12
Hamming,25,192,4,normal,0.2194678783416748,0.054425954818725586,0,26,0,0
Hamming,25,192,4,anomalous,0.2194678783416748,0.058556318283081055,14,0,0,12
Hamming,25,192,5,normal,0.2175450325012207,0.054464101791381836,0,25,1,0
Hamming,25,192,5,anomalous,0.2175450325012207,0.06039714813232422,15,0,0,11
Hamming,25,192,6,normal,0.22593998908996582,0.055509090423583984,0,25,1,0
Hamming,25,192,6,anomalous,0.22593998908996582,0.05614280700683594,15,0,0,11
Hamming,25,192,7,normal,0.2192211151123047,0.05444002151489258,0,25,1,0
Hamming,25,192,7,anomalous,0.2192211151123047,0.058485984802246094,15,0,0,11
Hamming,25,192,8,normal,0.2176501750946045,0.055673837661743164,0,25,1,0
Hamming,25,192,8,anomalous,0.2176501750946045,0.05848503112792969,15,0,0,11
Hamming,25,192,9,normal,0.22455310821533203,0.05751514434814453,0,25,1,0
Hamming,25,192,9,anomalous,0.22455310821533203,0.05889487266540527,17,0,0,9
Hamming,25,192,10,normal,0.21980905532836914,0.054544925689697266,0,25,1,0
Hamming,25,192,10,anomalous,0.21980905532836914,0.05916094779968262,17,0,0,9
Hamming,30,192,1,normal,0.24154877662658691,0.06201577186584473,0,26,0,0
Hamming,30,192,1,anomalous,0.24154877662658691,0.06383109092712402,7,0,0,19
Hamming,30,192,2,normal,0.2482290267944336,0.06044435501098633,0,26,0,0
Hamming,30,192,2,anomalous,0.2482290267944336,0.06558728218078613,11,0,0,15
Hamming,30,192,3,normal,0.24119877815246582,0.0598139762878418,0,25,1,0
Hamming,30,192,3,anomalous,0.24119877815246582,0.06469011306762695,13,0,0,13
Hamming,30,192,4,normal,0.2421431541442871,0.06627202033996582,0,25,1,0
Hamming,30,192,4,anomalous,0.2421431541442871,0.06498908996582031,15,0,0,11
Hamming,30,192,5,normal,0.24329018592834473,0.05985307693481445,0,25,1,0
Hamming,30,192,5,anomalous,0.24329018592834473,0.0639488697052002,15,0,0,11
Hamming,30,192,6,normal,0.24140167236328125,0.0601191520690918,0,25,1,0
Hamming,30,192,6,anomalous,0.24140167236328125,0.0653069019317627,15,0,0,11
Hamming,30,192,7,normal,0.24725103378295898,0.06059074401855469,0,25,1,0
Hamming,30,192,7,anomalous,0.24725103378295898,0.0647287368774414,16,0,0,10
Hamming,30,192,8,normal,0.2413780689239502,0.06031203269958496,0,25,1,0
Hamming,30,192,8,anomalous,0.2413780689239502,0.06418299674987793,16,0,0,10
Hamming,30,192,9,normal,0.24375295639038086,0.06015205383300781,0,25,1,0
Hamming,30,192,9,anomalous,0.24375295639038086,0.06387209892272949,18,0,0,8
Hamming,30,192,10,normal,0.2483382225036621,0.060280799865722656,0,25,1,0
Hamming,30,192,10,anomalous,0.2483382225036621,0.06394386291503906,18,0,0,8
Hamming,35,192,1,normal,0.2639470100402832,0.06614804267883301,0,25,1,0
Hamming,35,192,1,anomalous,0.2639470100402832,0.07076001167297363,11,0,0,15
Hamming,35,192,2,normal,0.27266502380371094,0.06735897064208984,0,25,1,0
Hamming,35,192,2,anomalous,0.27266502380371094,0.07139706611633301,11,0,0,15
Hamming,35,192,3,normal,0.26578521728515625,0.06644606590270996,0,25,1,0
Hamming,35,192,3,anomalous,0.26578521728515625,0.07008981704711914,13,0,0,13
Hamming,35,192,4,normal,0.2661609649658203,0.06584405899047852,0,25,1,0
Hamming,35,192,4,anomalous,0.2661609649658203,0.07449507713317871,15,0,0,11
Hamming,35,192,5,normal,0.27083897590637207,0.06615686416625977,0,25,1,0
Hamming,35,192,5,anomalous,0.27083897590637207,0.0711369514465332,15,0,0,11
Hamming,35,192,6,normal,0.2643921375274658,0.06633710861206055,0,25,1,0
Hamming,35,192,6,anomalous,0.2643921375274658,0.07132625579833984,16,0,0,10
Hamming,35,192,7,normal,0.27289509773254395,0.06703901290893555,0,25,1,0
Hamming,35,192,7,anomalous,0.27289509773254395,0.07032990455627441,16,0,0,10
Hamming,35,192,8,normal,0.26570606231689453,0.06542110443115234,0,24,2,0
Hamming,35,192,8,anomalous,0.26570606231689453,0.07125520706176758,16,0,0,10
Hamming,35,192,9,normal,0.26549220085144043,0.06940603256225586,0,22,4,0
Hamming,35,192,9,anomalous,0.26549220085144043,0.07351803779602051,16,0,0,10
Hamming,35,192,10,normal,0.26594018936157227,0.06566500663757324,0,22,4,0
Hamming,35,192,10,anomalous,0.26594018936157227,0.0706949234008789,16,0,0,10
Hamming,40,192,1,normal,0.29121994972229004,0.0719459056854248,0,26,0,0
Hamming,40,192,1,anomalous,0.29121994972229004,0.07617998123168945,10,0,0,16
Hamming,40,192,2,normal,0.2998690605163574,0.07376575469970703,0,25,1,0
Hamming,40,192,2,anomalous,0.2998690605163574,0.0763249397277832,12,0,0,14
Hamming,40,192,3,normal,0.28968191146850586,0.07371020317077637,0,25,1,0
Hamming,40,192,3,anomalous,0.28968191146850586,0.07721114158630371,13,0,0,13
Hamming,40,192,4,normal,0.2957801818847656,0.07203197479248047,0,25,1,0
Hamming,40,192,4,anomalous,0.2957801818847656,0.07838082313537598,13,0,0,13
Hamming,40,192,5,normal,0.2906761169433594,0.07200789451599121,0,25,1,0
Hamming,40,192,5,anomalous,0.2906761169433594,0.07666778564453125,13,0,0,13
Hamming,40,192,6,normal,0.29667091369628906,0.07454395294189453,0,25,1,0
Hamming,40,192,6,anomalous,0.29667091369628906,0.07613897323608398,14,0,0,12
Hamming,40,192,7,normal,0.29036378860473633,0.07161211967468262,0,25,1,0
Hamming,40,192,7,anomalous,0.29036378860473633,0.07672309875488281,14,0,0,12
Hamming,40,192,8,normal,0.2892270088195801,0.07771587371826172,0,25,1,0
Hamming,40,192,8,anomalous,0.2892270088195801,0.07681083679199219,14,0,0,12
Hamming,40,192,9,normal,0.28936290740966797,0.0719611644744873,0,25,1,0
Hamming,40,192,9,anomalous,0.28936290740966797,0.0764009952545166,14,0,0,12
Hamming,40,192,10,normal,0.2882061004638672,0.07151484489440918,0,23,3,0
Hamming,40,192,10,anomalous,0.2882061004638672,0.07895517349243164,17,0,0,9
Hamming,45,192,1,normal,0.31611013412475586,0.07785630226135254,0,26,0,0
Hamming,45,192,1,anomalous,0.31611013412475586,0.08379530906677246,11,0,0,15
Hamming,45,192,2,normal,0.3150980472564697,0.07761096954345703,0,26,0,0
Hamming,45,192,2,anomalous,0.3150980472564697,0.08305501937866211,12,0,0,14
Hamming,45,192,3,normal,0.32349061965942383,0.07766509056091309,0,26,0,0
Hamming,45,192,3,anomalous,0.32349061965942383,0.08291983604431152,13,0,0,13
Hamming,45,192,4,normal,0.31516122817993164,0.07749485969543457,0,26,0,0
Hamming,45,192,4,anomalous,0.31516122817993164,0.08258891105651855,13,0,0,13
Hamming,45,192,5,normal,0.3223292827606201,0.0775609016418457,0,26,0,0
Hamming,45,192,5,anomalous,0.3223292827606201,0.08317303657531738,13,0,0,13
Hamming,45,192,6,normal,0.31308507919311523,0.07778000831604004,0,25,1,0
Hamming,45,192,6,anomalous,0.31308507919311523,0.08224010467529297,13,0,0,13
Hamming,45,192,7,normal,0.3214850425720215,0.07800602912902832,0,24,2,0
Hamming,45,192,7,anomalous,0.3214850425720215,0.08267807960510254,14,0,0,12
Hamming,45,192,8,normal,0.31494998931884766,0.0788569450378418,0,24,2,0
Hamming,45,192,8,anomalous,0.31494998931884766,0.08295392990112305,14,0,0,12
Hamming,45,192,9,normal,0.3228888511657715,0.07856893539428711,0,24,2,0
Hamming,45,192,9,anomalous,0.3228888511657715,0.08319306373596191,15,0,0,11
Hamming,45,192,10,normal,0.31649327278137207,0.07883810997009277,0,24,2,0
Hamming,45,192,10,anomalous,0.31649327278137207,0.08231687545776367,15,0,0,11
Hamming,50,192,1,normal,0.3474080562591553,0.08500099182128906,0,26,0,0
Hamming,50,192,1,anomalous,0.3474080562591553,0.08922982215881348,7,0,0,19
Hamming,50,192,2,normal,0.3396182060241699,0.08415484428405762,0,26,0,0
Hamming,50,192,2,anomalous,0.3396182060241699,0.08887004852294922,8,0,0,18
Hamming,50,192,3,normal,0.34923887252807617,0.08447504043579102,0,26,0,0
Hamming,50,192,3,anomalous,0.34923887252807617,0.08832406997680664,9,0,0,17
Hamming,50,192,4,normal,0.33853602409362793,0.08378195762634277,0,26,0,0
Hamming,50,192,4,anomalous,0.33853602409362793,0.0909261703491211,10,0,0,16
Hamming,50,192,5,normal,0.3413717746734619,0.08426213264465332,0,26,0,0
Hamming,50,192,5,anomalous,0.3413717746734619,0.08926177024841309,10,0,0,16
Hamming,50,192,6,normal,0.33769822120666504,0.08390974998474121,0,26,0,0
Hamming,50,192,6,anomalous,0.33769822120666504,0.0951070785522461,10,0,0,16
Hamming,50,192,7,normal,0.34296607971191406,0.08441495895385742,0,25,1,0
Hamming,50,192,7,anomalous,0.34296607971191406,0.08966398239135742,10,0,0,16
Hamming,50,192,8,normal,0.337939977645874,0.0881800651550293,0,25,1,0
Hamming,50,192,8,anomalous,0.337939977645874,0.09110903739929199,10,0,0,16
Hamming,50,192,9,normal,0.3398897647857666,0.08424091339111328,0,23,3,0
Hamming,50,192,9,anomalous,0.3398897647857666,0.08938479423522949,13,0,0,13
Hamming,50,192,10,normal,0.3381502628326416,0.09140586853027344,0,23,3,0
Hamming,50,192,10,anomalous,0.3381502628326416,0.08960509300231934,13,0,0,13
Hamming,5,336,1,normal,0.0948951244354248,0.02335071563720703,0,15,0,0
Hamming,5,336,1,anomalous,0.0948951244354248,0.02344489097595215,0,0,0,15
Hamming,5,336,2,normal,0.09189319610595703,0.023287057876586914,0,15,0,0
Hamming,5,336,2,anomalous,0.09189319610595703,0.023570775985717773,0,0,0,15
Hamming,5,336,3,normal,0.09247398376464844,0.023273944854736328,0,15,0,0
Hamming,5,336,3,anomalous,0.09247398376464844,0.02373790740966797,0,0,0,15
Hamming,5,336,4,normal,0.09180736541748047,0.023227930068969727,0,15,0,0
Hamming,5,336,4,anomalous,0.09180736541748047,0.023615121841430664,0,0,0,15
Hamming,5,336,5,normal,0.09208178520202637,0.023328065872192383,0,15,0,0
Hamming,5,336,5,anomalous,0.09208178520202637,0.023578882217407227,0,0,0,15
Hamming,5,336,6,normal,0.09355998039245605,0.027013778686523438,0,15,0,0
Hamming,5,336,6,anomalous,0.09355998039245605,0.023746013641357422,0,0,0,15
Hamming,5,336,7,normal,0.09369087219238281,0.023134231567382812,0,15,0,0
Hamming,5,336,7,anomalous,0.09369087219238281,0.023411989212036133,0,0,0,15
Hamming,5,336,8,normal,0.09353995323181152,0.023308753967285156,0,15,0,0
Hamming,5,336,8,anomalous,0.09353995323181152,0.023279190063476562,0,0,0,15
Hamming,5,336,9,normal,0.09240317344665527,0.023211956024169922,0,15,0,0
Hamming,5,336,9,anomalous,0.09240317344665527,0.023913145065307617,0,0,0,15
Hamming,5,336,10,normal,0.094818115234375,0.02338099479675293,0,15,0,0
Hamming,5,336,10,anomalous,0.094818115234375,0.02335500717163086,0,0,0,15
Hamming,10,336,1,normal,0.10566186904907227,0.026602983474731445,0,14,1,0
Hamming,10,336,1,anomalous,0.10566186904907227,0.027182817459106445,8,0,0,7
Hamming,10,336,2,normal,0.10407114028930664,0.026613950729370117,0,14,1,0
Hamming,10,336,2,anomalous,0.10407114028930664,0.027679920196533203,8,0,0,7
Hamming,10,336,3,normal,0.10810375213623047,0.027395963668823242,0,14,1,0
Hamming,10,336,3,anomalous,0.10810375213623047,0.02710127830505371,8,0,0,7
Hamming,10,336,4,normal,0.10550093650817871,0.026964902877807617,0,14,1,0
Hamming,10,336,4,anomalous,0.10550093650817871,0.02678680419921875,8,0,0,7
Hamming,10,336,5,normal,0.10341405868530273,0.026559829711914062,0,14,1,0
Hamming,10,336,5,anomalous,0.10341405868530273,0.027013778686523438,8,0,0,7
Hamming,10,336,6,normal,0.10414695739746094,0.02655315399169922,0,14,1,0
Hamming,10,336,6,anomalous,0.10414695739746094,0.026735782623291016,8,0,0,7
Hamming,10,336,7,normal,0.10500597953796387,0.02670121192932129,0,14,1,0
Hamming,10,336,7,anomalous,0.10500597953796387,0.02707505226135254,8,0,0,7
