detector,n_bins,n_obs_per_period,alpha,testing_set,time2build,time2predict,tp,tn,fp,fn
Additivesymmetric,40,168,5,normal,0.13683199882507324,0.03525400161743164,0,10,0,0
Additivesymmetric,40,168,5,anomalous,0.13683199882507324,0.031430721282958984,4,0,0,6
Hamming,40,168,5,normal,0.12491130828857422,0.03426194190979004,0,10,0,0
Hamming,40,168,5,anomalous,0.12491130828857422,0.038224220275878906,0,0,0,10
Cosine,40,168,5,normal,0.13036417961120605,0.03437089920043945,0,10,0,0
Cosine,40,168,5,anomalous,0.13036417961120605,0.03537797927856445,0,0,0,10
Jaccard,40,168,5,normal,0.13764405250549316,0.034931182861328125,0,7,3,0
Jaccard,40,168,5,anomalous,0.13764405250549316,0.032367706298828125,3,0,0,7
Dice,40,168,5,normal,0.13025593757629395,0.035791873931884766,0,7,3,0
Dice,40,168,5,anomalous,0.13025593757629395,0.03285408020019531,3,0,0,7
KL,40,168,5,normal,0.13383913040161133,0.03443098068237305,0,2,8,0
KL,40,168,5,anomalous,0.13383913040161133,0.03406190872192383,10,0,0,0
Jeffreys,40,168,5,normal,0.13533401489257812,0.03536367416381836,0,10,0,0
Jeffreys,40,168,5,anomalous,0.13533401489257812,0.0356752872467041,7,0,0,3
JS,40,168,5,normal,0.14545512199401855,0.037590742111206055,0,10,0,0
JS,40,168,5,anomalous,0.14545512199401855,0.03761029243469238,3,0,0,7
Euclidean,40,168,5,normal,0.1445779800415039,0.03808259963989258,0,8,2,0
Euclidean,40,168,5,anomalous,0.1445779800415039,0.03481292724609375,4,0,0,6
Cityblock,40,168,5,normal,0.1444249153137207,0.037045955657958984,0,10,0,0
Cityblock,40,168,5,anomalous,0.1444249153137207,0.03629899024963379,4,0,0,6
Chebyshev,40,168,5,normal,0.14443087577819824,0.03523588180541992,0,8,2,0
Chebyshev,40,168,5,anomalous,0.14443087577819824,0.03765606880187988,1,0,0,9
Minkowski,40,168,5,normal,0.17401337623596191,0.05184197425842285,0,8,2,0
Minkowski,40,168,5,anomalous,0.17401337623596191,0.039791107177734375,2,0,0,8
Braycurtis,40,168,5,normal,0.1496410369873047,0.040162086486816406,0,10,0,0
Braycurtis,40,168,5,anomalous,0.1496410369873047,0.03724503517150879,4,0,0,6
Gower,40,168,5,normal,0.14443325996398926,0.03552389144897461,0,10,0,0
Gower,40,168,5,anomalous,0.14443325996398926,0.032961130142211914,4,0,0,6
Soergel,40,168,5,normal,0.12935900688171387,0.033873796463012695,0,10,0,0
Soergel,40,168,5,anomalous,0.12935900688171387,0.03333401679992676,4,0,0,6
Kulczynski,40,168,5,normal,0.14022493362426758,0.036605119705200195,0,10,0,0
Kulczynski,40,168,5,anomalous,0.14022493362426758,0.03568387031555176,4,0,0,6
Canberra,40,168,5,normal,0.1379866600036621,0.03706693649291992,0,10,0,0
Canberra,40,168,5,anomalous,0.1379866600036621,0.03903603553771973,8,0,0,2
Lorentzian,40,168,5,normal,0.13977694511413574,0.03462624549865723,0,10,0,0
Lorentzian,40,168,5,anomalous,0.13977694511413574,0.03388214111328125,0,0,0,10
Bhattacharyya,40,168,5,normal,0.13771510124206543,0.041680097579956055,0,10,0,0
Bhattacharyya,40,168,5,anomalous,0.13771510124206543,0.036972999572753906,3,0,0,7
Hellinger,40,168,5,normal,0.14122581481933594,0.03752613067626953,0,10,0,0
Hellinger,40,168,5,anomalous,0.14122581481933594,0.03578305244445801,3,0,0,7
Matusita,40,168,5,normal,0.13312411308288574,0.034812211990356445,0,10,0,0
Matusita,40,168,5,anomalous,0.13312411308288574,0.03304481506347656,3,0,0,7
Squaredchord,40,168,5,normal,0.1290438175201416,0.03655719757080078,0,10,0,0
Squaredchord,40,168,5,anomalous,0.1290438175201416,0.03931903839111328,3,0,0,7
Pearson,40,168,5,normal,0.14040827751159668,0.06414389610290527,0,2,8,0
Pearson,40,168,5,anomalous,0.14040827751159668,0.11824512481689453,10,0,0,0
Neyman,40,168,5,normal,0.18701910972595215,0.04087495803833008,0,10,0,0
Neyman,40,168,5,anomalous,0.18701910972595215,0.03910708427429199,0,0,0,10
Squared,40,168,5,normal,0.1521930694580078,0.041085004806518555,0,10,0,0
Squared,40,168,5,anomalous,0.1521930694580078,0.03720283508300781,3,0,0,7
Probsymmetric,40,168,5,normal,0.1254880428314209,0.03364896774291992,0,10,0,0
Probsymmetric,40,168,5,anomalous,0.1254880428314209,0.03150486946105957,3,0,0,7
Divergence,40,168,5,normal,0.1257789134979248,0.03575587272644043,0,10,0,0
Divergence,40,168,5,anomalous,0.1257789134979248,0.03400111198425293,6,0,0,4
Clark,40,168,5,normal,0.2761688232421875,0.05032610893249512,0,10,0,0
Clark,40,168,5,anomalous,0.2761688232421875,0.036106109619140625,6,0,0,4
Additivesymmetric,40,168,5,normal,0.13520479202270508,0.0351710319519043,0,10,0,0
Additivesymmetric,40,168,5,anomalous,0.13520479202270508,0.03345990180969238,1,0,0,9
